pos,variant,who,scope,n,pairwise,pw_right,pw_total,spots_off,spearman,pts_got,pts_best,pts_lost
QB,4pt,Wilson,full,33,0.6079545454545454,321,528,8.727272727272727,0.31550802139037437,210.34,312.62,102.28
QB,4pt,Wilson,top16,16,0.49166666666666664,59,120,5.0,-0.0029411764705882353,210.34,273.82000000000005,63.48000000000005
QB,4pt,MC,full,33,0.5890151515151515,311,528,9.515151515151516,0.26036096256684493,220.50000000000003,312.62,92.11999999999998
QB,4pt,MC,top16,16,0.525,63,120,5.125,0.15588235294117647,220.50000000000003,266.88,46.37999999999997
QB,4pt,preseason consensus,full,33,0.5681818181818182,300,528,10.181818181818182,0.17747326203208558,192.82000000000002,312.62,119.79999999999998
QB,4pt,preseason consensus,top16,16,0.5416666666666666,65,120,5.5,0.13529411764705881,192.82000000000002,252.02000000000004,59.20000000000002
QB,4pt,weekly consensus,full,33,0.5681818181818182,300,528,10.181818181818182,0.17747326203208558,192.82000000000002,312.62,119.79999999999998
QB,4pt,weekly consensus,top16,16,0.5416666666666666,65,120,5.5,0.13529411764705881,192.82000000000002,252.02000000000004,59.20000000000002
QB,6pt,Wilson,full,33,0.6053130929791272,319,527,8.606060606060606,0.32021392273577665,280.52000000000004,376.78000000000003,96.25999999999999
QB,6pt,Wilson,top16,16,0.5714285714285714,68,119,4.375,0.1942605382427359,280.52000000000004,326.6,46.079999999999984
QB,6pt,MC,full,33,0.5882352941176471,310,527,9.393939393939394,0.26807052821930366,260.5,376.78000000000003,116.28000000000003
QB,6pt,MC,top16,16,0.5294117647058824,63,119,5.125,0.14716707442631505,260.5,322.74,62.24000000000001
RB,ppr,Wilson,full,56,0.7317232375979112,1121,1532,9.928571428571429,0.6384782424149358,314.9,361.9,47.0
RB,ppr,Wilson,top36,36,0.7022292993630573,441,628,7.333333333333333,0.5938988335979337,314.9,347.6,32.700000000000045
RB,ppr,MC,full,56,0.7467362924281984,1144,1532,10.178571428571429,0.6566628574888019,325.2,361.9,36.69999999999999
RB,ppr,MC,top36,36,0.69377990430622,435,627,7.777777777777778,0.5147712009457298,325.2,354.0,28.80000000000001
RB,ppr,preseason consensus,full,55,0.7474610697359513,1104,1477,10.0,0.6671357270739258,318.3,357.3,39.0
RB,ppr,preseason consensus,top36,36,0.6778309409888357,425,627,7.666666666666667,0.5007401779642132,318.3,354.7,36.39999999999998
RB,ppr,weekly consensus,full,55,0.7474610697359513,1104,1477,10.0,0.6671357270739258,318.3,357.3,39.0
RB,ppr,weekly consensus,top36,36,0.6778309409888357,425,627,7.666666666666667,0.5007401779642132,318.3,354.7,36.39999999999998
RB,half,Wilson,full,57,0.7098804279421019,1128,1589,11.017543859649123,0.5779434442828413,271.7,325.79999999999995,54.099999999999966
RB,half,Wilson,top36,36,0.6693163751987281,421,629,7.777777777777778,0.510328851047101,271.7,310.6,38.900000000000034
RB,half,MC,full,57,0.7275015733165513,1156,1589,11.12280701754386,0.6124625272373153,286.7,325.79999999999995,39.099999999999966
RB,half,MC,top36,36,0.680952380952381,429,630,8.0,0.48597168597168605,286.7,317.0,30.30000000000001
WR,ppr,Wilson,full,73,0.6275862068965518,1638,2610,18.986301369863014,0.35925446520856824,371.4,497.6,126.20000000000005
WR,ppr,Wilson,top36,36,0.6836248012718601,430,629,8.444444444444445,0.48703262859072655,371.4,428.1,56.700000000000045
WR,ppr,MC,full,73,0.6582375478927203,1718,2610,17.671232876712327,0.4463525349604308,412.79999999999995,497.6,84.80000000000007
WR,ppr,MC,top36,36,0.766295707472178,482,629,5.611111111111111,0.7147178082886638,412.79999999999995,431.0,18.200000000000045
WR,ppr,preseason consensus,full,73,0.6616858237547892,1727,2610,17.643835616438356,0.4559340940952238,413.2,497.6,84.40000000000003
WR,ppr,preseason consensus,top36,36,0.7583465818759937,477,629,5.944444444444445,0.7112426811819119,413.2,431.0,17.80000000000001
WR,ppr,weekly consensus,full,73,0.6616858237547892,1727,2610,17.643835616438356,0.4559340940952238,413.2,497.6,84.40000000000003
