pos,variant,who,scope,n,pairwise,pw_right,pw_total,spots_off,spearman,pts_got,pts_best,pts_lost
WR,ppr,weekly consensus,top36,36,0.7583465818759937,477,629,5.944444444444445,0.7112426811819119,413.2,431.0,17.80000000000001
WR,half,Wilson,full,73,0.6269628494829568,1637,2611,19.397260273972602,0.361560482114273,314.4,421.59999999999997,107.19999999999999
WR,half,Wilson,top36,36,0.6092503987240829,382,627,9.722222222222221,0.34614147520456795,314.4,367.7,53.30000000000001
WR,half,MC,full,73,0.658751436231329,1720,2611,17.47945205479452,0.4515263083158743,349.29999999999995,421.59999999999997,72.30000000000001
WR,half,MC,top36,36,0.7767145135566188,487,627,5.444444444444445,0.7247216457425503,349.29999999999995,364.0,14.700000000000045
TE,ppr,Wilson,full,34,0.7228260869565217,399,552,6.764705882352941,0.6083967218241424,163.9,202.30000000000004,38.400000000000034
TE,ppr,Wilson,top24,24,0.7127272727272728,196,275,4.916666666666667,0.5509893585351534,163.9,202.30000000000004,38.400000000000034
TE,ppr,MC,full,34,0.7083333333333334,391,552,6.882352941176471,0.5739851425354465,135.3,202.30000000000004,67.00000000000003
TE,ppr,MC,top24,24,0.5434782608695652,150,276,7.333333333333333,0.17043478260869566,135.3,202.30000000000004,67.00000000000003
TE,ppr,preseason consensus,full,34,0.7065217391304348,390,552,6.647058823529412,0.5415617878278755,133.1,202.30000000000004,69.20000000000005
TE,ppr,preseason consensus,top24,24,0.5289855072463768,146,276,7.416666666666667,0.09565217391304347,133.1,202.30000000000004,69.20000000000005
TE,ppr,weekly consensus,full,34,0.7065217391304348,390,552,6.647058823529412,0.5415617878278755,133.1,202.30000000000004,69.20000000000005
TE,ppr,weekly consensus,top24,24,0.5289855072463768,146,276,7.416666666666667,0.09565217391304347,133.1,202.30000000000004,69.20000000000005
TE,half,Wilson,full,34,0.7150635208711433,394,551,6.882352941176471,0.578311741682733,138.6,165.40000000000003,26.80000000000004
TE,half,Wilson,top24,24,0.7692307692307693,210,273,4.25,0.6952361715393217,138.6,151.8,13.200000000000017
TE,half,MC,full,34,0.7005444646098004,386,551,7.0588235294117645,0.5527687475380579,107.80000000000001,165.40000000000003,57.60000000000002
TE,half,MC,top24,24,0.5418181818181819,149,275,7.333333333333333,0.15786040816753014,107.80000000000001,165.40000000000003,57.60000000000002
ALL,4pt+ppr,Wilson,full,196,0.6662198391420912,3479,5222,12.551020408163266,0.4748857693028831,1060.54,1374.4199999999998,313.88000000000005
ALL,4pt+ppr,MC,full,196,0.682497127537342,3564,5222,12.285714285714286,0.4972666412367114,1093.8,1374.4199999999998,280.62000000000006
ALL,4pt+ppr,preseason consensus,full,195,0.6814399071027676,3521,5167,12.307692307692308,0.4833096014934556,1057.4199999999998,1369.82,312.4000000000001
ALL,4pt+ppr,weekly consensus,full,195,0.6814399071027676,3521,5167,12.307692307692308,0.4833096014934556,1057.4199999999998,1369.82,312.4000000000001
ALL,4pt+half,Wilson,full,197,0.6592157605607123,3480,5279,13.025380710659899,0.45386322559167075,935.04,1225.42,290.38
ALL,4pt+half,MC,full,197,0.6768327334722485,3573,5279,12.50761421319797,0.48354230325170383,964.3,1225.42,261.12
ALL,6pt+ppr,Wilson,full,196,0.6659643746408734,3477,5221,12.53061224489796,0.4756780894273641,1130.72,1438.5800000000002,307.86000000000007
ALL,6pt+ppr,MC,full,196,0.6824363148822065,3563,5221,12.26530612244898,0.4985646803516661,1133.8,1438.5800000000002,304.7800000000001
ALL,6pt+half,Wilson,full,197,0.6589617279272452,3478,5278,13.00507614213198,0.45465152378658585,1005.22,1289.58,284.36
ALL,6pt+half,MC,full,197,0.6767715043577113,3572,5278,12.48730964467005,0.4848337533356183,1004.3,1289.58,285.28000000000003
