rank_data,player_id,player_name,team,opponent,is_home,proj,floor_q20,median_q50,ceiling_q90,p_top12,consensus_rank,depth_rank,expected_targets,expected_carries,expected_rz_targets,expected_gl_carries,expected_pass_att,expected_pass_yards,target_share_eb,snap_share_eb,sd_games,sd_targets,sd_carries,sd_attempts,sd_snap_share,sd_target_share,sd_carry_share,b_targets,b_carries,b_attempts,b_snap_share,b_target_share,b_carry_share,carries_per_game,targets_per_game,attempts_per_game,implied_team_total,opp_prev_def_epa_pass,opp_prev_def_epa_rush,off_continuity,hc_continuity,hc_change,changed_team,is_rookie,is_out,is_questionable,practice_status,learner
1,00-0034857,Josh Allen,BUF,LAC,1.0,24.947,16.842,26.069,36.643,0.646,1.0,1.0,0.0,5.018,0.065,0.588,28.952,223.203,0.0,0.92,2.0,0.0,10.0,30.0,1.0,0.0,0.337,0.0,9.0,29.583,0.973,0.0,0.284,7.0,0.0,28.75,28.75,-0.063,-0.106,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
2,00-0033873,Patrick Mahomes,KC,MIA,0.0,22.443,15.821,22.057,33.681,0.54,14.0,1.0,0.005,3.696,0.066,0.184,35.924,255.542,0.0,0.97,2.0,0.0,4.5,37.0,1.0,0.0,0.127,0.024,4.524,36.619,0.99,0.0,0.129,4.571,0.071,35.857,29.0,0.166,-0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
3,00-0034796,Lamar Jackson,BAL,DAL,0.0,21.94,13.867,21.558,33.772,0.497,2.0,1.0,0.0,3.557,0.063,0.081,22.789,180.404,0.0,0.92,2.0,0.0,5.5,28.0,1.0,0.0,0.186,0.0,5.385,26.41,0.973,0.0,0.166,5.154,0.0,23.231,27.75,0.243,0.047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
4,00-0033106,Jared Goff,DET,NYJ,1.0,21.119,12.95,20.401,34.768,0.45,13.0,1.0,0.0,2.799,0.062,0.256,34.05,261.892,0.0,0.97,2.0,0.0,2.5,38.5,1.0,0.0,0.105,0.0,2.039,37.0,0.99,0.0,0.103,1.118,0.0,34.0,27.5,0.287,-0.019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
5,00-0037834,Brock Purdy,SF,ARI,1.0,21.005,12.858,21.764,32.13,0.505,7.0,1.0,0.0,2.847,0.064,0.167,31.827,235.418,0.0,0.969,2.0,0.0,4.0,28.0,1.0,0.0,0.139,0.0,3.889,29.185,0.99,0.0,0.126,3.667,0.0,31.556,28.0,0.164,-0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
6,00-0033077,Dak Prescott,DAL,BAL,1.0,20.982,12.178,20.733,34.962,0.448,5.0,1.0,0.0,3.045,0.056,0.174,36.086,269.133,0.0,0.946,2.0,0.0,3.0,32.5,1.0,0.0,0.151,0.0,3.039,33.431,0.982,0.0,0.139,3.118,0.0,35.294,24.75,0.085,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
7,00-0040743,Tyler Shough,NO,LV,1.0,20.679,13.643,20.492,33.868,0.453,19.0,1.0,0.0,3.06,0.054,0.295,29.959,215.597,0.0,0.836,2.0,0.0,6.5,45.0,1.0,0.0,0.247,0.0,5.697,39.909,0.945,0.0,0.202,4.091,0.0,29.727,23.75,0.099,-0.042,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
8,00-0036389,Jalen Hurts,PHI,CHI,0.0,20.281,12.767,20.929,32.986,0.463,3.0,1.0,0.0,4.986,0.052,0.461,27.811,196.879,0.0,0.973,2.0,0.0,6.0,31.0,1.0,0.0,0.218,0.0,6.188,30.125,0.991,0.0,0.207,6.562,0.0,28.375,23.0,0.052,-0.009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
9,00-0036264,Jordan Love,GB,ATL,1.0,19.204,11.051,19.792,30.129,0.409,16.0,1.0,0.0,3.001,0.057,0.235,28.639,214.974,0.0,0.938,2.0,0.0,0.5,35.5,1.0,0.0,0.024,0.0,1.378,33.422,0.979,0.0,0.052,3.133,0.0,29.267,25.25,0.004,0.016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
10,00-0026498,Matthew Stafford,LA,DEN,0.0,18.967,10.97,19.55,30.837,0.394,15.0,1.0,0.0,2.561,0.054,0.093,35.253,270.999,0.0,0.975,2.0,0.0,3.0,28.0,0.84,0.0,0.106,0.0,2.569,30.373,0.885,0.0,0.104,1.706,0.0,35.118,24.0,-0.081,-0.102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
11,00-0033537,Deshaun Watson,CLE,CAR,1.0,18.926,10.793,18.739,28.721,0.4,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,6.5,26.0,1.0,0.0,0.289,0.0,6.5,26.0,1.0,0.0,0.289,,,,20.0,0.119,0.003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
12,00-0039851,Drake Maye,NE,JAX,0.0,18.834,11.888,17.928,32.358,0.353,11.0,1.0,0.006,4.289,0.048,0.145,28.606,241.035,0.0,0.955,2.0,0.0,5.5,27.5,1.0,0.0,0.184,0.02,5.686,27.98,0.985,0.0,0.182,6.059,0.059,28.941,21.25,-0.113,-0.085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
13,00-0039732,Bo Nix,DEN,LA,1.0,18.769,10.72,16.901,32.68,0.349,18.0,1.0,0.005,3.936,0.042,0.078,36.509,239.41,0.0,0.992,2.0,0.0,4.0,29.5,1.0,0.0,0.189,0.02,4.294,31.667,0.997,0.0,0.178,4.882,0.059,36.0,21.5,-0.054,-0.057,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
14,00-0036355,Justin Herbert,LAC,BUF,0.0,18.631,9.94,17.79,32.805,0.357,8.0,1.0,0.0,3.645,0.049,0.2,32.44,233.996,0.0,0.965,2.0,0.0,4.0,27.0,1.0,0.0,0.166,0.0,4.396,28.667,0.988,0.0,0.162,5.188,0.0,32.0,21.75,-0.068,0.063,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
15,00-0036971,Trevor Lawrence,JAX,NE,1.0,18.502,10.398,19.206,30.143,0.371,10.0,1.0,0.0,3.869,0.055,0.397,33.329,237.413,0.0,0.964,2.0,0.0,2.0,26.0,0.88,0.0,0.073,0.0,2.941,28.314,0.908,0.0,0.098,4.824,0.0,32.941,24.25,-0.038,-0.029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
16,00-0030565,Geno Smith,NYJ,DET,0.0,18.285,9.045,17.503,32.696,0.362,26.0,1.0,0.0,3.064,0.048,0.125,29.403,200.785,0.0,0.958,2.0,0.0,5.5,32.5,1.0,0.0,0.17,0.0,4.578,31.622,0.986,0.0,0.151,2.733,0.0,29.867,21.0,0.006,-0.029,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
17,00-0034855,Baker Mayfield,TB,MIN,1.0,18.232,10.058,17.33,30.436,0.366,17.0,1.0,0.0,3.165,0.047,0.191,32.191,220.682,0.0,0.966,2.0,0.0,4.5,31.0,1.0,0.0,0.205,0.0,4.078,31.314,0.989,0.0,0.176,3.235,0.0,31.941,20.5,-0.12,-0.052,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
18,00-0039163,C.J. Stroud,HOU,IND,0.0,17.84,10.821,17.723,31.276,0.278,20.0,1.0,0.0,2.92,0.052,0.087,30.594,218.435,0.0,0.91,2.0,0.0,2.5,46.5,1.0,0.0,0.115,0.0,2.81,41.071,0.97,0.0,0.113,3.429,0.0,30.214,23.0,0.059,-0.089,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
