rank_data,player_id,player_name,team,opponent,is_home,proj,floor_q20,median_q50,ceiling_q90,p_top12,consensus_rank,depth_rank,expected_targets,expected_carries,expected_rz_targets,expected_gl_carries,expected_pass_att,expected_pass_yards,target_share_eb,snap_share_eb,sd_games,sd_targets,sd_carries,sd_attempts,sd_snap_share,sd_target_share,sd_carry_share,b_targets,b_carries,b_attempts,b_snap_share,b_target_share,b_carry_share,carries_per_game,targets_per_game,attempts_per_game,implied_team_total,opp_prev_def_epa_pass,opp_prev_def_epa_rush,off_continuity,hc_continuity,hc_change,changed_team,is_rookie,is_out,is_questionable,practice_status,learner
1,00-0036963,Amon-Ra St. Brown,DET,NYJ,1.0,14.957,7.039,13.879,28.133,0.445,2.0,1.0,9.767,0.081,1.427,0.108,0.0,0.0,0.289,0.709,2.0,13.5,0.0,0.0,0.9,0.351,0.0,12.373,0.059,0.0,0.836,0.33,0.001,0.176,10.118,0.0,27.5,0.287,-0.019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
2,00-0038543,Jaxon Smith-Njigba,SEA,WAS,0.0,14.58,8.059,14.47,25.687,0.431,4.0,1.0,10.584,0.203,0.849,0.094,0.0,0.0,0.326,0.711,2.0,11.0,0.0,0.0,0.9,0.441,0.0,10.529,0.137,0.0,0.837,0.403,0.002,0.412,9.588,0.0,23.75,0.223,0.041,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
3,00-0039075,Puka Nacua,LA,DEN,0.0,13.155,6.765,12.497,23.083,0.368,1.0,1.0,9.651,0.325,0.542,0.095,0.0,0.0,0.266,0.664,1.0,9.0,0.0,0.0,0.7,0.333,0.0,9.688,0.312,0.0,0.682,0.299,0.006,0.625,10.375,0.0,24.0,-0.081,-0.102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
4,00-0037239,Chris Olave,NO,LV,1.0,12.729,6.599,12.382,22.485,0.307,7.0,1.0,8.985,0.041,0.926,0.094,0.063,0.193,0.256,0.663,2.0,11.5,0.0,0.0,0.86,0.281,0.0,10.917,0.021,0.021,0.794,0.273,0.0,0.062,9.75,0.062,23.75,0.099,-0.042,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
5,00-0036912,DeVonta Smith,PHI,CHI,0.0,12.399,4.988,12.092,22.658,0.354,9.0,1.0,7.597,0.002,0.628,0.091,0.0,0.0,0.225,0.834,2.0,9.5,0.0,0.0,0.95,0.328,0.0,8.549,0.0,0.0,0.911,0.293,0.0,0.0,6.647,0.0,23.0,0.052,-0.009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
6,00-0036322,Justin Jefferson,MIN,TB,0.0,12.083,5.779,11.433,22.778,0.288,5.0,1.0,9.353,0.053,0.74,0.087,0.0,0.0,0.275,0.714,2.0,7.5,0.0,0.0,0.92,0.354,0.0,7.765,0.039,0.0,0.851,0.327,0.001,0.118,8.294,0.0,22.0,0.08,-0.063,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
7,00-0036358,CeeDee Lamb,DAL,BAL,1.0,12.076,5.842,11.311,22.24,0.299,6.0,1.0,6.881,0.039,0.58,0.098,0.0,0.0,0.185,0.645,2.0,8.5,0.5,0.0,0.81,0.278,0.028,8.667,0.359,0.0,0.755,0.247,0.019,0.077,9.0,0.0,24.75,0.085,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
8,00-0038606,Parker Washington,JAX,NE,1.0,11.739,5.031,10.61,22.489,0.296,17.0,2.0,6.619,0.195,0.623,0.071,0.0,0.0,0.181,0.62,2.0,9.0,0.0,0.0,0.61,0.357,0.0,8.111,0.156,0.0,0.613,0.298,0.002,0.467,6.333,0.0,24.25,-0.038,-0.029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
9,00-0040124,Tetairoa McMillan,CAR,CLE,0.0,11.391,5.665,10.385,21.582,0.261,20.0,1.0,7.894,0.002,0.647,0.089,0.0,0.0,0.234,0.862,2.0,9.0,0.0,0.0,0.82,0.274,0.0,8.392,0.0,0.0,0.834,0.261,0.0,0.0,7.176,0.0,22.5,-0.112,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
10,00-0037247,George Pickens,DAL,BAL,1.0,11.36,4.867,10.568,22.454,0.256,8.0,2.0,7.917,0.002,0.783,0.098,0.0,0.0,0.213,0.804,2.0,7.0,0.0,0.0,0.84,0.229,0.0,7.353,0.0,0.0,0.828,0.224,0.0,0.0,8.059,0.0,24.75,0.085,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
11,00-0038124,Christian Watson,GB,ATL,1.0,11.258,5.327,10.481,20.485,0.26,12.0,1.0,4.344,0.041,0.396,0.1,0.0,0.0,0.132,0.637,2.0,9.5,0.0,0.0,0.76,0.29,0.0,8.167,0.033,0.0,0.719,0.237,0.0,0.1,5.5,0.0,25.25,0.004,0.016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
12,00-0036900,Ja'Marr Chase,CIN,PIT,0.0,11.148,4.937,10.603,21.118,0.259,3.0,1.0,10.342,0.081,0.847,0.091,0.0,0.0,0.284,0.742,2.0,6.5,0.0,0.0,0.94,0.204,0.0,8.188,0.062,0.0,0.874,0.231,0.001,0.188,11.562,0.0,23.0,0.045,-0.027,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
13,00-0036554,Nico Collins,HOU,IND,0.0,10.814,5.071,10.253,19.959,0.224,18.0,1.0,7.419,0.052,0.749,0.091,0.0,0.0,0.205,0.668,1.0,10.0,1.0,0.0,0.72,0.27,0.031,9.0,0.567,0.0,0.694,0.237,0.017,0.133,8.0,0.0,23.0,0.059,-0.089,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
14,00-0039064,Zay Flowers,BAL,DAL,0.0,10.622,4.263,9.756,21.917,0.239,28.0,1.0,8.533,0.328,0.817,0.109,0.0,0.0,0.262,0.783,1.0,6.0,0.0,0.0,0.29,0.25,0.0,6.471,0.294,0.0,0.536,0.256,0.006,0.588,6.941,0.0,27.75,0.243,0.047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
15,00-0040667,Matthew Golden,GB,ATL,1.0,10.517,4.796,9.473,20.434,0.23,34.0,3.0,3.943,0.332,0.275,0.1,0.0,0.0,0.12,0.566,2.0,9.0,0.0,0.0,0.82,0.253,0.0,7.048,0.238,0.0,0.735,0.209,0.004,0.714,3.143,0.0,25.25,0.004,0.016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
16,00-0035640,DK Metcalf,PIT,CIN,1.0,10.322,4.831,9.172,19.782,0.221,31.0,1.0,6.463,0.054,0.463,0.077,0.0,0.0,0.182,0.695,2.0,9.5,0.0,0.0,0.96,0.257,0.0,8.533,0.044,0.0,0.872,0.232,0.001,0.133,6.6,0.0,19.5,0.18,0.059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
17,00-0037740,Garrett Wilson,NYJ,DET,0.0,10.248,4.182,9.345,20.196,0.206,10.0,1.0,4.671,0.004,0.316,0.083,0.0,0.0,0.136,0.85,2.0,7.0,0.0,0.0,0.75,0.249,0.0,7.476,0.0,0.0,0.783,0.211,0.0,0.0,8.429,0.0,21.0,0.006,-0.029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
18,00-0036410,Tee Higgins,CIN,PIT,0.0,10.198,4.561,9.708,19.256,0.218,19.0,2.0,5.836,0.003,0.62,0.091,0.0,0.0,0.16,0.799,2.0,8.0,0.0,0.0,0.72,0.25,0.0,7.511,0.0,0.0,0.746,0.22,0.0,0.0,6.533,0.0,23.0,0.045,-0.027,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
19,00-0039491,Jalen Coker,CAR,CLE,0.0,10.132,4.674,9.574,19.21,0.194,27.0,2.0,3.938,0.006,0.329,0.089,0.0,0.0,0.117,0.686,2.0,9.0,0.0,0.0,0.84,0.273,0.0,7.303,0.0,0.0,0.789,0.221,0.0,0.0,3.909,0.0,22.5,-0.112,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
20,00-0038559,Michael Wilson,ARI,SF,0.0,10.047,3.626,8.277,21.1,0.258,35.0,2.0,7.839,0.002,0.453,0.077,0.0,0.0,0.195,0.806,2.0,7.0,0.0,0.0,0.85,0.229,0.0,7.137,0.0,0.0,0.835,0.218,0.0,0.0,7.412,0.0,19.5,0.138,-0.01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
21,00-0037240,Jameson Williams,DET,NYJ,1.0,9.584,3.017,8.737,19.232,0.234,23.0,2.0,6.034,0.188,0.442,0.108,0.0,0.0,0.179,0.773,2.0,6.5,0.0,0.0,0.84,0.168,0.0,6.333,0.118,0.0,0.818,0.172,0.002,0.353,6.0,0.0,27.5,0.287,-0.019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
22,00-0041547,KC Concepcion,CLE,CAR,1.0,9.563,3.997,8.427,19.429,0.182,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,5.5,2.0,0.0,0.69,0.214,0.09,5.5,2.0,0.0,0.69,0.214,0.09,,,,20.0,0.119,0.003,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,ridge
23,00-0031381,Davante Adams,LA,DEN,0.0,9.548,4.846,9.346,19.097,0.151,25.0,2.0,6.82,0.002,0.929,0.095,0.0,0.0,0.188,0.71,2.0,8.0,0.0,0.0,0.54,0.278,0.0,8.048,0.0,0.0,0.597,0.248,0.0,0.0,8.143,0.0,24.0,-0.081,-0.102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
24,00-0041438,Carnell Tate,TEN,NYG,0.0,9.477,4.41,8.673,17.708,0.176,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,5.5,0.0,0.0,0.88,0.254,0.0,5.5,0.0,0.0,0.88,0.254,0.0,,,,18.75,0.06,0.145,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,ridge
25,00-0036613,Jaylen Waddle,DEN,LA,1.0,9.203,4.085,7.96,18.359,0.176,22.0,1.0,7.625,0.051,0.504,0.085,0.063,0.448,0.202,0.669,2.0,6.5,0.0,0.0,0.75,0.228,0.0,6.417,0.042,0.021,0.723,0.219,0.001,0.125,6.25,0.062,21.5,-0.054,-0.057,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
26,00-0040129,Emeka Egbuka,TB,MIN,1.0,9.19,4.31,8.655,18.527,0.148,21.0,1.0,7.802,0.053,0.564,0.076,0.0,0.0,0.22,0.669,2.0,5.5,0.5,0.0,0.86,0.187,0.02,6.157,0.373,0.0,0.796,0.198,0.014,0.118,7.471,0.0,20.5,-0.12,-0.052,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
