rank_data,player_id,player_name,team,opponent,is_home,proj,floor_q20,median_q50,ceiling_q90,p_top12,consensus_rank,depth_rank,expected_targets,expected_carries,expected_rz_targets,expected_gl_carries,expected_pass_att,expected_pass_yards,target_share_eb,snap_share_eb,sd_games,sd_targets,sd_carries,sd_attempts,sd_snap_share,sd_target_share,sd_carry_share,b_targets,b_carries,b_attempts,b_snap_share,b_target_share,b_carry_share,carries_per_game,targets_per_game,attempts_per_game,implied_team_total,opp_prev_def_epa_pass,opp_prev_def_epa_rush,off_continuity,hc_continuity,hc_change,changed_team,is_rookie,is_out,is_questionable,practice_status,learner
1,00-0037744,Trey McBride,ARI,SF,0.0,14.2,7.675,13.315,25.723,0.641,1.0,1.0,9.502,0.005,0.843,0.184,0.0,0.0,0.236,0.904,2.0,11.5,0.0,0.0,0.8,0.368,0.0,10.98,0.0,0.0,0.835,0.324,0.0,0.0,9.941,0.0,19.5,0.138,-0.01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
2,00-0034383,Dalton Schultz,HOU,IND,0.0,12.663,6.289,12.458,22.732,0.56,15.0,1.0,6.091,0.008,0.505,0.217,0.0,0.0,0.168,0.705,2.0,11.0,0.0,0.0,0.66,0.248,0.0,9.412,0.0,0.0,0.675,0.221,0.0,0.0,6.235,0.0,23.0,0.059,-0.089,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
3,00-0030506,Travis Kelce,KC,MIA,0.0,12.251,6.012,12.222,19.515,0.534,9.0,1.0,5.941,0.068,0.666,0.25,0.0,0.0,0.172,0.633,2.0,8.0,0.0,0.0,0.71,0.228,0.0,7.451,0.02,0.0,0.684,0.209,0.001,0.059,6.353,0.0,29.0,0.166,-0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
4,00-0034753,Mark Andrews,BAL,DAL,0.0,11.842,5.692,11.825,20.436,0.51,12.0,1.0,4.89,0.262,0.936,0.202,0.0,0.0,0.15,0.611,2.0,6.5,0.0,0.0,0.72,0.246,0.0,5.706,0.196,0.0,0.684,0.214,0.003,0.588,4.118,0.0,27.75,0.243,0.047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
5,00-0039065,Sam LaPorta,DET,NYJ,1.0,11.064,4.042,11.916,18.975,0.498,5.0,1.0,3.64,0.017,0.39,0.259,0.0,0.0,0.108,0.875,2.0,7.5,0.0,0.0,0.81,0.195,0.0,6.815,0.0,0.0,0.832,0.166,0.0,0.0,5.444,0.0,27.5,0.287,-0.019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
6,00-0038933,Dalton Kincaid,BUF,LAC,1.0,10.896,5.49,11.273,18.852,0.477,4.0,1.0,3.862,0.017,0.534,0.271,0.0,0.0,0.114,0.397,2.0,7.0,0.0,0.0,0.72,0.25,0.0,6.028,0.0,0.0,0.612,0.205,0.0,0.0,4.083,0.0,28.75,-0.063,-0.106,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
7,00-0040128,Tyler Warren,IND,HOU,1.0,10.515,5.124,10.627,18.033,0.439,3.0,1.0,6.7,0.136,0.745,0.154,0.058,0.0,0.182,0.723,2.0,6.0,0.5,0.0,0.93,0.203,0.016,6.196,0.451,0.02,0.861,0.196,0.012,0.353,6.588,0.059,20.5,-0.131,-0.113,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
8,00-0037838,Isaiah Likely,NYG,TEN,1.0,10.352,5.645,9.459,19.187,0.386,8.0,1.0,3.751,0.021,0.398,0.205,0.0,0.0,0.11,0.565,2.0,9.0,0.0,0.0,0.49,0.294,0.0,7.091,0.0,0.0,0.515,0.233,0.0,0.0,3.273,0.0,21.75,0.182,-0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
9,00-0040663,Harold Fannin Jr.,CLE,CAR,1.0,9.381,4.623,9.361,17.615,0.311,13.0,1.0,6.181,0.184,0.533,0.12,0.0,0.0,0.177,0.599,2.0,4.5,0.0,0.0,0.82,0.168,0.0,5.229,0.146,0.0,0.746,0.171,0.002,0.438,6.688,0.0,20.0,0.119,0.003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
10,00-0038129,Cade Otton,TB,MIN,1.0,9.268,4.417,8.283,17.039,0.33,23.0,1.0,4.94,0.011,0.32,0.193,0.0,0.0,0.139,0.913,2.0,5.5,0.0,0.0,0.98,0.184,0.0,5.467,0.0,0.0,0.958,0.169,0.0,0.0,5.4,0.0,20.5,-0.12,-0.052,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
11,00-0035229,T.J. Hockenson,MIN,TB,0.0,9.194,4.279,9.247,16.091,0.342,20.0,1.0,4.518,0.063,0.462,0.207,0.0,0.0,0.133,0.627,2.0,4.5,0.0,0.0,0.66,0.214,0.0,4.467,0.022,0.0,0.649,0.187,0.001,0.067,4.4,0.0,22.0,0.08,-0.063,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
12,00-0033288,George Kittle,SF,ARI,1.0,8.934,3.434,7.914,18.843,0.316,11.0,1.0,4.237,0.07,0.593,0.264,0.0,0.0,0.125,0.632,2.0,4.5,0.0,0.0,0.46,0.169,0.0,5.091,0.03,0.0,0.517,0.154,0.001,0.091,6.273,0.0,28.0,0.164,-0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
