season,team,off_playcaller,continuity,confidence,caller_prior_seasons,plays_per_game,sec_per_play,proe,neutral_pass_rate,early_down_pass_rate,shotgun_rate,no_huddle_rate,adot,deep_rate,short_rate,rb_target_share,te_target_share,wr_target_share,rz_pass_rate,gl_rush_rate,qb_designed_run_rate,sack_rate,pa_rate,motion_rate,screen_rate,rpo_rate,heavy_backfield_rate
2026,DET,Drew Petzing,1.0,curated,0.0,0.1822002586269456,-0.431376890637937,-0.2769698975508802,-0.18255845928171532,-0.19277624210201322,-0.8732261632697381,-0.23332360767957358,-0.6366458208057841,-0.901929512433473,0.43717641898395354,0.48808935315943114,-0.7904815707297864,0.19456874356931403,-0.11656236424736327,0.10223607940632197,-0.6721665827294478,-0.07903969664106598,0.24076420215693442,0.4261107639173828,0.3805420223220036,-0.2836386470171876,-0.18457012625932082
2026,GB,Adam Stenavich,1.0,curated,0.0,-0.2647572787513235,0.5061128016183665,-0.2637642431380964,-0.3171002280326562,-0.2936568262666367,-0.16263481278538866,-0.06704829262680158,0.46373418968001534,0.5161106099516227,-0.08681259075105506,-0.1424827131102722,-0.26516504582906764,0.25544779275219687,-0.3434820025973348,0.494256960859334,-0.4309762150702876,-0.31159204779902666,0.2375158514958199,-0.057131359789000614,-0.005393379131824111,0.3796689973637229,-0.43135490899866225
2026,HOU,Nick Caley,1.0,curated,0.0,0.3979728628785243,0.037367955490214724,0.23515933737396097,0.3297449405850921,0.3879645751188161,-0.23324057243175322,-0.3814918861210147,0.20639808364727363,-0.09626462048021063,-0.23404263948649806,-0.49612632974183923,-0.012233408812826002,0.3162272378763119,0.19073609642787798,-0.3254347922534188,-0.24609838050585844,-0.32583077947518957,-0.05389297086892958,-0.15295569668811904,-0.2419876934980137,-0.5596923836997654,0.26819404080475734
2026,IND,Jim Bob Cooter,1.0,curated,0.0,-0.13375248331286513,0.037367955490214724,0.2610871207993364,0.5188084057709812,0.7694160303794294,0.40108300823945536,-0.2917860624932627,0.11644913378828722,-0.24110169902309608,0.11997611685237361,-0.41924146904796766,0.31114831212368577,0.061214635835379345,-0.25413340002262663,0.4244567312401566,-0.1160059700784254,-0.32612918894454584,0.4926362906623133,-0.24798572869092528,-0.18374564615177963,0.3112073629468589,-0.5631037914630692
2026,JAX,Grant Udinski,1.0,curated,0.0,0.38256053400341156,0.5061128016183665,0.6001440706191927,0.5079180634770225,0.6004748047910531,-0.29623931382258784,-0.1847648460368484,0.43439633351362333,0.339062229368225,-0.795011775945264,-0.30792689384417155,-0.3096977928154009,0.38795876434681253,-0.3207960748430208,0.6677179570193316,0.5295089247740492,-0.05083615084040597,-0.16152903073893296,0.43909093722374953,0.12983263464724584,-0.19241283397358908,0.1331492674415064
2026,KC,Eric Bieniemy,1.0,curated,0.0,0.18990642306450242,-0.431376890637937,0.9335868639818601,0.6291478065209484,0.6911669974366483,0.9572292827095172,-0.4583097072225822,0.005189754019556347,0.3130382505354849,0.4451531812600646,-0.22594058278959508,0.36842603404138646,-0.09696085691472606,0.37014184188966126,-0.5042969122808955,-0.6722928233851906,0.1438696081351663,-0.8891550519766759,-0.5822347390524895,0.25262690887011713,0.9836284059830037,-0.8237383827545097
2026,LA,Nathan Scheelhaase,1.0,curated,0.0,0.2284372452522837,-0.431376890637937,0.8129275448272136,0.4936541070658933,0.5469970067630785,-1.5357416585182737,-0.20018265103351623,0.7129893317135304,0.6663334783254149,-0.13597469073336096,-0.8353195740284677,0.25282138662820214,0.3601711338103362,0.19073609642787798,0.025199417818462935,-0.7167692166919913,-0.531043851687339,1.2464153509479483,0.9100141417690301,0.03463295933639464,-0.7187058368569987,0.30739048314414474
2026,LAC,Mike McDaniel,1.0,curated,4.0,0.4210913561911938,0.5061128016183665,0.4535284498209774,0.6562455676587584,0.7376418841485222,0.373439235917096,-0.3763867012714701,0.11997116023917374,0.25113342301123165,-0.04456668720948039,-0.6054026823955703,-0.6022482411981974,0.7620040795392192,0.365136228192567,0.19112453508462118,0.18066657122340857,0.4610484670496525,-0.026367956309308233,-0.3334182565896384,-0.11734888030138156,-0.4575926617223814,0.6140330138871491
2026,LV,Andrew Janocko,0.0,curated,0.0,-0.6888564588512099,-0.12761197819128692,-0.06965397880612226,-0.043676222923106744,-0.15774605769795372,0.021105831979159273,0.0494234657252286,-0.8297508487506133,-0.11402514666088528,0.6528927590756328,0.3814907862154755,0.49932336718910425,-0.6970762442189741,0.386149059097293,-0.14656226323567245,0.19398451631655497,1.2231387193879173,0.0,0.0,0.0,0.0,0.0
2026,MIA,Bobby Slowik,0.0,curated,0.0,-0.7167570032120213,0.616975121664696,-0.3536482655218689,-0.39363886289964867,-0.42619269647917646,0.1919916048220472,0.040489553906770524,-0.3585258104098848,-0.13499788026346096,0.2274897797790128,0.9639997006836378,-0.47242196956832766,-0.35954954118277327,-0.05163552871209997,-0.16146018649059735,-0.5583933766215406,0.3870516940553962,0.0,0.0,0.0,0.0,0.0
