season,week,sleeper_id,player,position,team,a_pts_ppr,p_pts_ppr,resid,pred_change,verdict,why,snap_share,level,d_targets,d_carries,d_tds,injury_status,injury_part,left_early,cuts
2026,2,9484,Tucker Kraft,TE,GB,3.5,13.01,-9.51,-1.7480888495087323,HOLD,3 targets against 5.5 expected. 98% of the snaps.,0.9830508474576272,13.01,-2.55,0.0,-0.54,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,11628,Marvin Harrison,WR,ARI,0.0,9.42,-9.42,-1.8536237720116229,HOLD,1 targets against 6.6 expected. 74% of the snaps.,0.74,9.42,-5.61,0.0,-0.24,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,5022,Dallas Goedert,TE,PHI,1.4,10.42,-9.02,-0.4393411825249721,BUY LOW,2 targets against 4.6 expected. 25% of the snaps.,0.25,10.42,-2.6399999999999997,0.0,-0.41,Questionable,Knee,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,11564,Drake Maye,QB,NE,9.02,17.98,-8.96,-2.6084009162995176,HOLD,"4 carries, about what was expected. 22 attempts against 31.9 expected. 100% of the snaps. 0 touchdowns against 1.7 expected.",1.0,17.98,0.0,-0.4500000000000002,-1.6600000000000001,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,9754,Quentin Johnston,WR,LAC,2.4,10.62,-8.219999999999999,-1.808175519833523,HOLD,"5 targets, about what was expected. 81% of the snaps.",0.8088235294117647,10.62,-0.7599999999999998,0.8200000000000001,-0.38,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,9756,Jordan Addison,WR,MIN,4.1,12.09,-7.99,-2.5620069796472626,HOLD,"5 targets, about what was expected. 88% of the snaps.",0.8846153846153846,12.09,-0.9699999999999998,-0.28,-0.47000000000000003,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,7553,Kyle Pitts,TE,ATL,2.5,10.48,-7.98,-2.791669997642887,HOLD,3 targets against 5.9 expected. 38% of the snaps.,0.37681159420289856,10.48,-2.9299999999999997,0.0,-0.26,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,5927,Terry McLaurin,WR,WAS,7.0,14.88,-7.880000000000001,-3.1227059911125896,HOLD,9 targets against 7.0 expected. 70% of the snaps.,0.704225352112676,14.88,1.9500000000000002,-0.05,-0.44,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,7588,Javonte Williams,RB,DAL,8.0,15.86,-7.859999999999999,-0.37209796448022925,BUY LOW,"4 targets, about what was expected. 12 carries against 16.9 expected. 80% of the snaps.",0.8,15.86,0.7400000000000002,-4.890000000000001,-0.56,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,7611,Rhamondre Stevenson,RB,NE,3.6,11.34,-7.74,-0.7072701556356704,BUY LOW,6 carries against 11.9 expected. 36% of the snaps.,0.36363636363636365,11.34,-0.6800000000000002,-5.890000000000001,-0.44,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,11560,Caleb Williams,QB,CHI,8.72,16.34,-7.619999999999999,0.3298501491807843,INJURED,"5 carries, about what was expected. 26 attempts against 33.5 expected. 86% of the snaps. 0 touchdowns against 1.5 expected.",0.8648648648648649,16.34,0.0,0.5700000000000003,-1.4700000000000002,Out,Hamstring,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,6783,Jerry Jeudy,WR,CLE,0.0,7.48,-7.48,-1.261181729353114,BUY LOW,1 targets against 4.8 expected. 59% of the snaps.,0.5862068965517241,7.48,-3.8099999999999996,-0.07,-0.16,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,8142,Alec Pierce,WR,IND,2.1,9.54,-7.4399999999999995,-1.8190363060760546,INJURED,1 targets against 4.9 expected. 26% of the snaps.,0.26153846153846155,9.54,-3.88,-0.06,-0.29,Out,Heel,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,8148,Jameson Williams,WR,DET,5.3,12.59,-7.29,-1.7274487150256044,HOLD,4 targets against 6.6 expected. 97% of the snaps.,0.9692307692307692,12.59,-2.5700000000000003,-0.59,-0.39,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,8137,George Pickens,WR,DAL,10.0,17.29,-7.289999999999999,-3.5706606864596826,HOLD,"8 targets, about what was expected. 76% of the snaps.",0.7636363636363637,17.29,0.17999999999999972,-0.06,-0.49,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,11618,Jalen McMillan,WR,TB,0.0,7.23,-7.23,-1.5028590764673215,BUY LOW,0 targets against 3.7 expected. 11% of the snaps.,0.1076923076923077,7.23,-3.7,-0.11,-0.3,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,11566,Jayden Daniels,QB,WAS,14.74,21.93,-7.1899999999999995,-3.9954190048788867,INJURED,"7 carries, about what was expected. 17 attempts against 31.3 expected. 55% of the snaps. 1 touchdown against 1.9 expected.",0.5492957746478874,21.93,0.0,-0.5300000000000002,-0.9100000000000001,Out,Elbow,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,11583,Jonathon Brooks,RB,CAR,2.1,9.2,-7.1,-0.9530229368849064,BUY LOW,5 carries against 9.1 expected. 30% of the snaps.,0.30303030303030304,9.2,-1.4500000000000002,-4.140000000000001,-0.35,Questionable,Groin,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,7523,Trevor Lawrence,QB,JAX,7.16,14.13,-6.970000000000001,0.023513402617376417,BUY LOW,2 carries against 4.8 expected. 29 attempts against 33.1 expected. 100% of the snaps. 0 touchdowns against 1.3 expected.,1.0,14.13,0.0,-2.8,-1.27,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,6797,Justin Herbert,QB,LAC,9.88,16.42,-6.540000000000001,-2.173344410685288,HOLD,3 carries against 4.5 expected. 27 attempts against 31.8 expected. 100% of the snaps.,1.0,16.42,0.0,-1.46,-0.51,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,1479,Keenan Allen,WR,IND,1.5,7.87,-6.37,-0.6691332507695942,BUY LOW,"5 targets, about what was expected. 51% of the snaps.",0.5076923076923077,7.87,0.20999999999999996,0.0,-0.2,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,8112,Drake London,WR,ATL,8.9,15.27,-6.369999999999999,-3.159423746913116,HOLD,5 targets against 8.3 expected. 62% of the snaps.,0.6231884057971014,15.27,-3.3000000000000007,0.94,-0.46,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,10232,Michael Wilson,WR,ARI,3.8,10.14,-6.340000000000001,-0.581150054804225,BUY LOW,"7 targets, about what was expected. 94% of the snaps.",0.94,10.14,0.7199999999999998,-0.05,-0.23,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,13286,Jadarian Price,RB,SEA,5.0,11.31,-6.3100000000000005,-1.1765230731963545,BUY LOW,"13 carries, about what was expected. 34% of the snaps.",0.34285714285714286,11.31,0.10000000000000009,0.5099999999999998,-0.42,Questionable,Chest,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,8126,Wan'Dale Robinson,WR,TEN,1.9,8.13,-6.23,-1.0551254503506244,BUY LOW,1 targets against 6.1 expected. 53% of the snaps.,0.5283018867924528,8.13,-5.08,-0.21,-0.16,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,11635,Ladd McConkey,WR,LAC,6.5,12.59,-6.09,-1.245063367927106,BUY LOW,3 targets against 6.9 expected. 46% of the snaps.,0.45588235294117646,12.59,-3.88,-0.1,-0.32,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,6804,Jordan Love,QB,GB,13.8,19.85,-6.050000000000001,-2.8109789622408545,HOLD,0 carries against 3.1 expected. 29 attempts against 33.5 expected. 100% of the snaps.,1.0,19.85,0.0,-3.09,-0.11999999999999966,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,12498,Mason Taylor,TE,NYJ,0.0,5.89,-5.89,-0.9991928939627963,BUY LOW,0 targets against 3.8 expected. 46% of the snaps.,0.4594594594594595,5.89,-3.78,0.0,-0.15,Questionable,Thumb,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,12519,Luther Burden,WR,CHI,6.2,12.03,-5.829999999999999,-1.7478478791177159,HOLD,"7 targets, about what was expected. 57% of the snaps.",0.5675675675675675,12.03,0.79,-0.61,-0.27,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,8180,Jalen Nailor,WR,LV,1.9,7.71,-5.8100000000000005,-0.9497947413300991,BUY LOW,3 targets against 4.8 expected. 60% of the snaps.,0.6031746031746031,7.71,-1.83,-0.24,-0.19,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,4993,Mike Gesicki,TE,CIN,0.0,5.76,-5.76,0.7311659542540219,BUY LOW,0 targets against 3.6 expected. 35% of the snaps.,0.35,5.76,-3.62,0.0,-0.14,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,12048,George Holani,RB,SEA,2.5,8.24,-5.74,-1.0406619148876617,BUY LOW,4 carries against 7.3 expected. 26% of the snaps.,0.2571428571428571,8.24,-0.95,-3.2699999999999996,-0.37,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,13294,Makai Lemon,WR,PHI,1.9,7.63,-5.73,-1.2419492847775635,BUY LOW,1 targets against 4.0 expected. 63% of the snaps.,0.631578947368421,7.63,-3.0,0.9,-0.24,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,13311,Chris Bell,WR,MIA,0.0,5.47,-5.47,-0.7794088687921399,HOLD,1 targets against 3.1 expected. 41% of the snaps.,0.4067796610169492,5.47,-2.12,-0.04,-0.17,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,10219,Chris Rodriguez,RB,JAX,1.3,6.73,-5.430000000000001,-0.665109519408354,HOLD,6 carries against 9.4 expected. 22% of the snaps.,0.22033898305084745,6.73,-0.68,-3.3900000000000006,-0.36000000000000004,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,2216,Mike Evans,WR,SF,8.4,13.8,-5.4,-1.6250152473657946,HOLD,3 targets against 6.8 expected. 54% of the snaps.,0.5384615384615384,13.8,-3.84,0.0,-0.58,Questionable,Hip,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,5846,DK Metcalf,WR,PIT,6.7,12.07,-5.37,-1.1572911444855678,HOLD,9 targets against 6.3 expected. 97% of the snaps.,0.9714285714285714,12.07,2.7,-0.15,-0.48,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,8161,Malik Willis,QB,MIA,12.48,17.78,-5.300000000000001,-2.073102443012725,HOLD,2 carries against 7.8 expected. 23 attempts against 26.9 expected. 100% of the snaps.,1.0,17.78,0.0,-5.76,-0.5899999999999999,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,7543,Travis Etienne,RB,NO,7.1,12.36,-5.26,-0.5685153637786877,HOLD,2 targets against 3.3 expected. 8 carries against 13.9 expected. 54% of the snaps.,0.5441176470588235,12.36,-1.27,-5.9,-0.38,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,9226,De'Von Achane,RB,MIA,12.3,17.49,-5.189999999999998,-1.7799737397685556,HOLD,6 targets against 3.6 expected. 20 carries against 14.1 expected. 76% of the snaps. 0 touchdowns against 0.8 expected.,0.7627118644067796,17.49,2.35,5.869999999999999,-0.75,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,9501,DeMario Douglas,WR,NE,1.9,7.02,-5.119999999999999,-0.7614654658574271,HOLD,2 targets against 3.8 expected. 47% of the snaps.,0.4727272727272727,7.02,-1.7599999999999998,-0.35,-0.14,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,11571,Isaiah Davis,RB,NYJ,0.0,5.02,-5.02,-0.8150397981077773,HOLD,0 carries against 3.7 expected. 0% of the snaps.,0.0,5.02,-1.62,-3.71,-0.2,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,4881,Lamar Jackson,QB,BAL,15.8,20.82,-5.02,-2.112148602720933,HOLD,4 carries against 9.1 expected. 31 attempts against 28.3 expected. 100% of the snaps. 1 touchdown against 2.0 expected.,1.0,20.82,0.0,-5.0600000000000005,-1.0100000000000002,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,5947,Jakobi Meyers,WR,JAX,3.8,8.76,-4.96,-0.42576866890160386,HOLD,1 targets against 6.0 expected. 90% of the snaps.,0.8983050847457628,8.76,-4.96,-0.27,-0.16,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,13287,Jeremiyah Love,RB,ARI,7.5,12.39,-4.890000000000001,-0.8299064930416089,HOLD,3 targets against 4.6 expected. 9 carries against 12.6 expected. 40% of the snaps.,0.4,12.39,-1.5899999999999999,-3.5600000000000005,-0.42,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,12533,Jacory Croskey-Merritt,RB,WAS,5.8,10.66,-4.86,-0.23865876356709234,HOLD,12 carries against 9.6 expected. 37% of the snaps.,0.36619718309859156,10.66,-0.6499999999999999,2.41,-0.57,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,7021,Rico Dowdle,RB,PIT,6.4,11.19,-4.789999999999999,-1.6850459348861893,HOLD,7 carries against 12.4 expected. 26% of the snaps.,0.2571428571428571,11.19,-0.81,-5.4399999999999995,-0.37,Questionable,Toe,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,11655,Tyrone Tracy,RB,NYG,0.0,4.76,-4.76,-0.7956640673313062,HOLD,0 carries against 7.1 expected. 2% of the snaps.,0.017241379310344827,4.76,-0.91,-7.14,-0.14,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,5045,Courtland Sutton,WR,DEN,5.5,10.08,-4.58,-1.6234423805608953,HOLD,4 targets against 6.2 expected. 73% of the snaps.,0.7258064516129032,10.08,-2.17,0.0,-0.29,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,7567,Kenny Gainwell,RB,TB,4.5,9.06,-4.5600000000000005,-1.021158644400686,HOLD,"4 targets, about what was expected. 2 carries against 6.7 expected. 35% of the snaps.",0.35384615384615387,9.06,0.8799999999999999,-4.66,-0.37,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,7828,Noah Gray,TE,KC,0.0,4.48,-4.48,-0.3520624310478568,HOLD,50% of the snaps.,0.5,4.48,-1.6099999999999999,0.0,-0.09,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,5872,Deebo Samuel,WR,SF,6.5,10.95,-4.449999999999999,-0.36343460749847634,HOLD,4 targets against 5.1 expected. 60% of the snaps.,0.5961538461538461,10.95,-1.0700000000000003,0.09999999999999998,-0.37,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,8134,Khalil Shakir,WR,BUF,6.8,11.24,-4.44,-1.5294269079162768,HOLD,"6 targets, about what was expected. 49% of the snaps.",0.4864864864864865,11.24,0.08000000000000007,-0.11,-0.28,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,6806,J.K. Dobbins,RB,DEN,3.6,8.02,-4.42,-0.5426909887369293,HOLD,"10 carries, about what was expected. 34% of the snaps.",0.3387096774193548,8.02,-1.23,0.13000000000000078,-0.38,Questionable,Hamstring,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,4039,Cooper Kupp,WR,SEA,4.0,8.31,-4.3100000000000005,-1.3294706819095385,HOLD,2 targets against 4.5 expected. 43% of the snaps.,0.42857142857142855,8.31,-2.46,-0.07,-0.22,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,12527,Ashton Jeanty,RB,LV,10.3,14.52,-4.219999999999999,1.5549525082853506,HOLD,7 targets against 4.1 expected. 21 carries against 16.9 expected. 81% of the snaps. 0 touchdowns against 0.6 expected.,0.8095238095238095,14.52,2.88,4.140000000000001,-0.64,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,13338,Kevin Coleman,WR,MIA,0.0,4.19,-4.19,-0.6587019898075428,HOLD,46% of the snaps.,0.4576271186440678,4.19,-2.43,0.0,-0.12,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,8225,Daniel Bellinger,TE,TEN,0.0,4.16,-4.16,-0.2596233979653353,HOLD,45% of the snaps.,0.4528301886792453,4.16,-1.5099999999999998,0.0,-0.1,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,9224,Chase Brown,RB,CIN,11.2,15.32,-4.120000000000001,-0.2967407051419816,HOLD,"5 targets, about what was expected. 20 carries against 15.0 expected. 70% of the snaps. 0 touchdowns against 0.6 expected.",0.7,15.32,0.2599999999999998,4.98,-0.64,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
2026,2,4892,Baker Mayfield,QB,TB,13.18,17.28,-4.100000000000001,-2.426813106932743,HOLD,"4 carries, about what was expected. 34 attempts against 32.1 expected. 100% of the snaps. 1 touchdown against 2.0 expected.",1.0,17.28,0.0,0.75,-1.0099999999999998,,,False,"{""resid_lo"": -5.550000000000001, ""resid_hi"": 5.849999999999998, ""sell_cut"": 0.8203429152366721, ""buy_cut"": -1.6236237306997519}"
