player,gsis_id,team,injury_date,injury_year,injury_nfl_season,mechanism,confidence,date_basis,note,last_game,last_game_sw,career_games_pre,age_at_injury,returned,return_date,return_season,return_week,return_team,days_to_return,games_missed,days_to_10carry_game,pre_games,pre_carries_pg,pre_targets_pg,pre_touches_pg,pre_opp_pg,pre_rush_yds_pg,pre_scrim_yds_pg,pre_rush_share,pre_tgt_share,pre_ypc,pre_yds_per_touch,pre_epa_per_rush,pre_success_rate,pre_explosive_rate,pre_stuff_rate,pre_rush_fd_rate,pre_catch_rate,pre_yds_per_tgt,pre_epa_per_tgt,pre_ppr_pg,pre_carries_tot,pre_touches_tot,pre_scrim_yds_tot,pre_snaps_pg,pre_snap_pct,y1_games,y1_carries_pg,y1_targets_pg,y1_touches_pg,y1_opp_pg,y1_rush_yds_pg,y1_scrim_yds_pg,y1_rush_share,y1_tgt_share,y1_ypc,y1_yds_per_touch,y1_epa_per_rush,y1_success_rate,y1_explosive_rate,y1_stuff_rate,y1_rush_fd_rate,y1_catch_rate,y1_yds_per_tgt,y1_epa_per_tgt,y1_ppr_pg,y1_carries_tot,y1_touches_tot,y1_scrim_yds_tot,y1_snaps_pg,y1_snap_pct,y1_team_games,y2_games,y2_carries_pg,y2_targets_pg,y2_touches_pg,y2_opp_pg,y2_rush_yds_pg,y2_scrim_yds_pg,y2_rush_share,y2_tgt_share,y2_ypc,y2_yds_per_touch,y2_epa_per_rush,y2_success_rate,y2_explosive_rate,y2_stuff_rate,y2_rush_fd_rate,y2_catch_rate,y2_yds_per_tgt,y2_epa_per_tgt,y2_ppr_pg,y2_carries_tot,y2_touches_tot,y2_scrim_yds_tot,y2_snaps_pg,y2_snap_pct,y2_ngs_ryoe_att,y2_ngs_efficiency,y2_ngs_8plus_box,y2_ngs_att,y1_ngs_ryoe_att,y1_ngs_efficiency,y1_ngs_8plus_box,y1_ngs_att,pre_ngs_ryoe_att,pre_ngs_efficiency,pre_ngs_8plus_box,pre_ngs_att,baseline_ok
Jerick McKinnon,00-0031376,SF,2018-09-01,2018,2017,practice,high,reported,ACL day before wk1,2017-12-31,2017w17,58,26.3,True,2020-09-13,2020.0,1.0,SF,743.0,32.0,757.0,8,10.125,3.875,13.0,14.0,35.375,62.625,0.30916030534351147,0.125,3.493827160493827,4.8173076923076925,-0.17921640709511952,0.35802469135802467,0.07407407407407407,0.2839506172839506,0.13580246913580246,0.7419354838709677,7.032258064516129,-0.023736571411410626,9.8875,81,104.0,501.0,36.25,0.5187499999999999,16.0,5.0625,2.875,7.125,7.9375,19.9375,35.75,0.1853546910755149,0.08303249097472924,3.9382716049382718,5.017543859649122,-0.12888513144535405,0.35802469135802467,0.1111111111111111,0.25925925925925924,0.19753086419753085,0.717391304347826,5.5,-0.20741437844734967,7.8875,81.0,114.0,572.0,23.25,0.339375,16.0,13.0,0.9230769230769231,1.5384615384615385,1.9230769230769231,2.4615384615384617,4.769230769230769,12.307692307692308,0.037267080745341616,0.038910505836575876,5.166666666666667,6.4,-0.16109941622319943,0.4166666666666667,0.08333333333333333,0.0,0.16666666666666666,0.65,4.9,0.10879208879487123,2.6923076923076925,12.0,25.0,160.0,13.23076923076923,0.17692307692307693,,,,,-0.6913457930442185,5.838112480381083,12.068965517241379,58.0,,6.127102239116991,20.408163265306122,49.0,True
Jay Ajayi,00-0031590,PHI,2018-10-07,2018,2018,game,high,reported,ACL left knee wk5 vs MIN,2018-10-07,2018w5,42,25.3,True,2019-11-24,2019.0,12.0,PHI,413.0,21.0,,8,11.5,2.25,13.125,13.75,49.375,61.375,0.4339622641509434,0.052941176470588235,4.293478260869565,4.6761904761904765,-0.07677333968074732,0.3695652173913043,0.15217391304347827,0.1956521739130435,0.21739130434782608,0.7222222222222222,5.333333333333333,0.15342571417591822,11.5125,92,105.0,491.0,31.0,0.4075,3.0,3.3333333333333335,0.3333333333333333,3.3333333333333335,3.6666666666666665,10.0,10.0,0.13513513513513514,0.007142857142857143,3.0,3.0,-0.1931449855910614,0.3,0.1,0.2,0.3,0.0,0.0,-0.8341119256801903,1.0,10.0,10.0,30.0,7.0,0.09666666666666666,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.382957347060028,15.492957746478874,71.0,True
Lamar Miller,00-0029615,HOU,2019-08-17,2019,2018,preseason,high,reported,ACL in preseason vs DAL,2018-12-30,2018w17,101,28.3,True,2020-11-16,2020.0,10.0,CHI,457.0,25.0,,8,14.375,2.375,16.125,16.75,75.25,85.875,0.46558704453441296,0.0871559633027523,5.234782608695652,5.325581395348837,-0.0022984229576333594,0.3565217391304348,0.13043478260869565,0.1826086956521739,0.2,0.7368421052631579,4.473684210526316,-0.2626791188560769,13.3375,115,129.0,687.0,40.875,0.60625,1.0,0.0,2.0,2.0,2.0,0.0,6.0,0.0,0.06896551724137931,,3.0,,,,,,1.0,3.0,-0.02093137940391898,2.6,0.0,2.0,6.0,5.0,0.1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2660255669413767,4.007161520605233,31.25,112.0,True
Rashaad Penny,00-0034750,SEA,2019-12-08,2019,2019,game,high,lastgame,ACL wk14 vs LAR,2019-12-08,2019w14,24,23.8,True,2020-12-20,2020.0,15.0,SEA,378.0,16.0,728.0,8,7.375,1.25,8.25,8.625,44.0,52.375,0.22692307692307692,0.04081632653061224,5.966101694915254,6.348484848484849,0.10145172033995642,0.4406779661016949,0.13559322033898305,0.1016949152542373,0.2711864406779661,0.7,6.7,0.3492297024058644,9.1125,59,66.0,419.0,16.875,0.24374999999999997,3.0,3.6666666666666665,0.0,3.6666666666666665,3.6666666666666665,11.333333333333334,11.333333333333334,0.14285714285714285,0.0,3.090909090909091,3.090909090909091,-0.16050796744159676,0.36363636363636365,0.0,0.2727272727272727,0.09090909090909091,,,,1.1333333333333335,11.0,11.0,34.0,12.666666666666666,0.19999999999999998,16.0,10.0,11.9,0.8,12.5,12.7,74.9,79.7,0.4423791821561338,0.03065134099616858,6.294117647058823,6.376,0.0941341315524966,0.3697478991596639,0.15966386554621848,0.17647058823529413,0.25210084033613445,0.75,6.0,0.091224788544569,12.17,119.0,125.0,797.0,25.3,0.41600000000000004,2.3665405308019936,2.7576629902397327,17.647058823529413,102.0,,,,,2.326673358599478,3.0002312679694523,25.641025641025642,39.0,True
Saquon Barkley,00-0034844,NYG,2020-09-20,2020,2020,game,high,lastgame,ACL wk2 at CHI,2020-09-20,2020w2,31,23.6,True,2021-09-12,2021.0,1.0,NYG,357.0,14.0,357.0,8,18.0,5.125,21.75,23.125,76.0,109.75,0.7783783783783784,0.140893470790378,4.222222222222222,5.045977011494253,-0.1680957979653991,0.3611111111111111,0.1111111111111111,0.2638888888888889,0.1875,0.7317073170731707,6.585365853658536,0.06592103466798425,18.475,144,174.0,878.0,58.875,0.8975,13.0,12.461538461538462,4.384615384615385,15.615384615384615,16.846153846153847,45.61538461538461,65.84615384615384,0.5078369905956113,0.13194444444444445,3.6604938271604937,4.216748768472907,-0.12561640458865206,0.36419753086419754,0.05555555555555555,0.20987654320987653,0.1728395061728395,0.7192982456140351,4.614035087719298,-0.06555388129536847,11.584615384615386,162.0,203.0,856.0,39.46153846153846,0.6169230769230769,17.0,16.0,18.4375,4.75,22.0,23.1875,82.0,103.125,0.591182364729459,0.16851441241685144,4.447457627118644,4.6875,-0.05258023437196295,0.3593220338983051,0.10847457627118644,0.17288135593220338,0.2135593220338983,0.75,4.447368421052632,-0.17963478198865526,17.625,295.0,352.0,1650.0,53.5,0.7975000000000001,0.4232784937221014,4.119589285525137,19.58041958041958,286.0,-0.28745631114496484,4.305326333174049,21.428571428571427,154.0,0.3059688817511413,20.194446902681566,7.638888888888889,144.0,True
Tarik Cohen,00-0033556,CHI,2020-09-27,2020,2020,game,high,lastgame,ACL wk3 at ATL,2020-09-27,2020w3,51,25.2,False,,,,,,,,8,4.75,5.75,9.625,10.5,18.75,47.0,0.168141592920354,0.15753424657534246,3.9473684210526314,4.883116883116883,-0.051328047953000736,0.3684210526315789,0.07894736842105263,0.13157894736842105,0.2631578947368421,0.8478260869565217,4.913043478260869,-0.19309204963412965,9.575,38,77.0,376.0,35.125,0.49624999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
J.K. Dobbins,00-0036158,BAL,2021-08-28,2021,2020,preseason,high,reported,ACL+LCL preseason finale vs WAS,2021-01-03,2020w17,15,22.7,True,2022-09-25,2022.0,3.0,BAL,393.0,19.0,400.0,8,11.75,1.0,12.5,12.75,67.25,72.0,0.31438127090301005,0.042328042328042326,5.723404255319149,5.76,0.22376572998043398,0.4148936170212766,0.1276595744680851,0.11702127659574468,0.2765957446808511,0.75,4.75,0.19422338903677883,13.2,94,100.0,576.0,33.25,0.5125,8.0,11.5,1.0,12.375,12.5,65.0,70.25,0.3786008230452675,0.041025641025641026,5.6521739130434785,5.6767676767676765,0.09886143122490602,0.532608695652174,0.17391304347826086,0.18478260869565216,0.30434782608695654,0.875,5.25,0.014778954602095329,10.15,92.0,99.0,562.0,25.25,0.41875,17.0,1.0,8.0,3.0,10.0,11.0,22.0,37.0,0.25,0.14285714285714285,2.75,3.7,-0.23007436095940648,0.125,0.0,0.125,0.125,0.6666666666666666,5.0,0.17306672888419902,11.7,8.0,10.0,37.0,30.0,0.47,,,,,1.5580872886720578,3.3022887534305028,41.42857142857143,70.0,1.4910497351386383,3.7174617734496875,25.84269662921348,89.0,True
Gus Edwards,00-0034184,BAL,2021-09-08,2021,2020,practice,high,reported,ACL in practice,2021-01-03,2020w17,43,26.4,True,2022-10-23,2022.0,7.0,BAL,410.0,23.0,410.0,8,8.625,0.875,9.5,9.5,49.375,64.125,0.23875432525951557,0.03804347826086957,5.72463768115942,6.75,0.2951872036564569,0.5797101449275363,0.11594202898550725,0.08695652173913043,0.34782608695652173,1.0,16.857142857142858,1.1747926967551134,9.537500000000001,69,76.0,513.0,21.125,0.33875,9.0,9.666666666666666,0.2222222222222222,9.666666666666666,9.88888888888889,48.111111111111114,48.111111111111114,0.2909698996655518,0.008368200836820083,4.977011494252873,4.977011494252873,-0.00034417044879847216,0.4367816091954023,0.14942528735632185,0.14942528735632185,0.3448275862068966,0.0,0.0,-0.506233926047571,6.811111111111112,87.0,87.0,433.0,17.666666666666668,0.27222222222222225,17.0,17.0,11.647058823529411,0.7647058823529411,12.352941176470589,12.411764705882353,47.64705882352941,58.23529411764706,0.3659889094269871,0.0273109243697479,4.090909090909091,4.714285714285714,-0.06479271937539555,0.4444444444444444,0.07575757575757576,0.1111111111111111,0.25252525252525254,0.9230769230769231,13.846153846153847,0.7347400743299379,11.117647058823529,198.0,210.0,990.0,27.647058823529413,0.4229411764705882,0.17202539363835778,3.8159303195099366,35.18518518518518,162.0,0.9648222854240147,3.332891103920954,32.83582089552239,67.0,0.8143785080820062,3.3043267973856216,22.22222222222222,27.0,True
Javonte Williams,00-0036997,DEN,2022-10-02,2022,2022,game,high,lastgame,ACL+LCL/PCL wk4 at LV,2022-10-02,2022w4,21,22.4,True,2023-09-10,2023.0,1.0,DEN,343.0,13.0,343.0,8,12.5,4.0,15.625,16.5,51.125,66.625,0.43859649122807015,0.13852813852813853,4.09,4.264,-0.08863568660861347,0.41,0.09,0.16,0.22,0.78125,3.875,-0.18518605920010267,12.037500000000001,100,125.0,533.0,34.625,0.5425,16.0,13.5625,3.625,16.5,17.1875,48.375,62.625,0.5058275058275058,0.1288888888888889,3.5668202764976957,3.7954545454545454,-0.17467328971879395,0.3456221198156682,0.0967741935483871,0.19815668202764977,0.1889400921658986,0.8103448275862069,3.9310344827586206,-0.09923781490641854,11.075,217.0,264.0,1002.0,30.8125,0.48062499999999997,17.0,17.0,8.176470588235293,4.117647058823529,11.235294117647058,12.294117647058824,30.176470588235293,50.529411764705884,0.30151843817787416,0.12750455373406194,3.6906474820143886,4.49738219895288,-0.1719073483718088,0.35251798561151076,0.09352517985611511,0.2014388489208633,0.22302158273381295,0.7428571428571429,4.942857142857143,-0.07909022058732805,9.523529411764706,139.0,191.0,859.0,33.76470588235294,0.5217647058823529,-0.43715175816566854,4.438019101415367,27.710843373493976,83.0,-0.3825672962767991,4.614118519921255,16.990291262135923,206.0,-0.5344201070715737,4.409428180183562,22.093023255813954,86.0,True
Breece Hall,00-0038120,NYJ,2022-10-23,2022,2022,game,high,lastgame,ACL wk7 at DEN,2022-10-23,2022w7,7,21.4,True,2023-09-11,2023.0,1.0,NYJ,323.0,10.0,323.0,6,12.666666666666666,5.166666666666667,15.833333333333334,17.833333333333332,65.16666666666667,101.5,0.5,0.1415525114155251,5.144736842105263,6.410526315789474,0.12178120300277921,0.42105263157894735,0.18421052631578946,0.18421052631578946,0.27631578947368424,0.6129032258064516,7.032258064516129,-0.04621588080142274,17.316666666666666,76,95.0,609.0,36.833333333333336,0.5416666666666666,17.0,13.117647058823529,5.588235294117647,17.58823529411765,18.705882352941178,58.470588235294116,93.23529411764706,0.5747422680412371,0.16873889875666073,4.457399103139013,5.301003344481606,-0.09757748987914468,0.34080717488789236,0.08968609865470852,0.24663677130044842,0.18385650224215247,0.8,6.221052631578948,0.06408553676232451,16.970588235294116,223.0,299.0,1585.0,39.23529411764706,0.591764705882353,17.0,16.0,13.0625,4.75,16.625,17.8125,54.75,84.9375,0.6111111111111112,0.13818181818181818,4.1913875598086126,5.109022556390977,-0.10535293662126002,0.3588516746411483,0.12440191387559808,0.215311004784689,0.19617224880382775,0.75,6.355263157894737,-0.019584852517803918,15.05625,209.0,266.0,1359.0,45.0,0.7237500000000001,0.053550900784435584,5.30977219786221,12.041884816753926,191.0,0.6320440426622348,5.3792522368761,20.0,200.0,0.4793302054598873,3.5507076285917702,25.45454545454546,55.0,True
Nyheim Hines,00-0034367,BUF,2023-07-15,2023,2022,offseason,medium,approx,ACL in jet ski accident July 2023,2023-01-08,2022w18,81,26.7,True,2025-10-23,2025.0,8.0,LAC,831.0,41.0,,8,0.75,1.0,1.375,1.75,-0.375,6.25,0.02553191489361702,0.031007751937984496,-0.5,4.545454545454546,-0.8133534681595241,0.0,0.0,0.5,0.0,0.625,6.625,0.8135811644527118,2.0,6,11.0,50.0,7.75,0.1125,2.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.028985507246376812,0.0,-1.0,-1.0,-0.7569412510783877,0.0,0.0,0.5,0.0,,,,-0.1,2.0,2.0,-2.0,2.5,0.030000000000000002,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
Nick Chubb,00-0034791,CLE,2023-09-18,2023,2023,game,high,lastgame,ACL+MCL wk2 at PIT,2023-09-18,2023w2,77,27.7,True,2024-10-20,2024.0,7.0,CLE,398.0,21.0,398.0,8,18.25,2.375,20.125,20.625,88.5,104.0,0.5703125,0.08597285067873303,4.8493150684931505,5.167701863354037,0.018768251101703267,0.4246575342465753,0.15753424657534246,0.19863013698630136,0.2328767123287671,0.7894736842105263,6.526315789473684,0.3404085684007058,13.775,146,161.0,832.0,40.375,0.595,8.0,12.75,1.375,13.375,14.125,41.5,45.375,0.5543478260869565,0.03303303303303303,3.2549019607843137,3.392523364485981,-0.20171155185760165,0.3431372549019608,0.049019607843137254,0.2647058823529412,0.17647058823529413,0.45454545454545453,2.8181818181818183,-1.4833961078918285,8.162500000000001,102.0,107.0,363.0,29.375,0.4125,17.0,15.0,8.133333333333333,1.3333333333333333,9.0,9.466666666666667,33.733333333333334,38.2,0.2975609756097561,0.04008016032064128,4.147540983606557,4.2444444444444445,-0.1115629510310103,0.3442622950819672,0.07377049180327869,0.1557377049180328,0.16393442622950818,0.65,3.35,-0.12159326563123614,5.886666666666668,122.0,135.0,573.0,21.733333333333334,0.32200000000000006,0.5661248276682382,3.657969753138249,24.675324675324674,77.0,-0.11248217314356096,4.866096494407194,22.61904761904762,84.0,0.5239386603881145,4.048180000082055,23.972602739726028,146.0,True
Keaton Mitchell,00-0038454,BAL,2023-12-17,2023,2023,game,high,lastgame,ACL left knee wk15 vs JAX,2023-12-17,2023w15,8,21.9,True,2024-11-07,2024.0,10.0,BAL,326.0,12.0,374.0,7,5.428571428571429,1.2857142857142858,6.428571428571429,6.714285714285714,46.142857142857146,57.285714285714285,0.17040358744394618,0.04390243902439024,8.5,8.911111111111111,0.36139746534785155,0.47368421052631576,0.21052631578947367,0.21052631578947367,0.3684210526315789,0.7777777777777778,8.666666666666666,0.24976074412738272,8.442857142857143,38,45.0,401.0,15.714285714285714,0.2285714285714286,5.0,3.0,0.2,3.2,3.2,6.0,11.6,0.09433962264150944,0.007692307692307693,2.0,3.625,-0.34755263396849234,0.2,0.0,0.26666666666666666,0.13333333333333333,1.0,28.0,1.1499771522940136,1.36,15.0,16.0,58.0,7.2,0.10800000000000001,17.0,13.0,4.538461538461538,0.9230769230769231,5.230769230769231,5.461538461538462,26.23076923076923,31.076923076923077,0.14014251781472684,0.039735099337748346,5.779661016949152,5.9411764705882355,0.04435203431452372,0.3559322033898305,0.1694915254237288,0.11864406779661017,0.2711864406779661,0.75,5.25,-0.4607804833649425,4.723076923076923,59.0,68.0,404.0,10.153846153846153,0.17461538461538464,,,,,-1.9306052298930105,7.1514999999999995,9.090909090909092,11.0,,,,,True
Jonathon Brooks,00-0039344,CAR,2024-12-08,2024,2024,game,high,lastgame,second ACL right knee wk14 vs PHI,2024-12-08,2024w14,3,21.4,False,,,,,,,,2,4.0,1.5,5.5,5.5,12.5,24.0,0.19047619047619047,0.04054054054054054,3.125,4.363636363636363,-0.2158032673105481,0.25,0.0,0.125,0.0,1.0,7.666666666666667,0.4855419381832083,3.9000000000000004,8,11.0,48.0,10.0,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
