rank_data,rank_vibes,player,team,opponent,is_home,proj,proj_vibes,floor,median,ceiling,p_top12,note_data,note_vibes
11,2,Ja'Marr Chase,CIN,PIT,0,13.58,17.899,7.261,12.725,24.321,0.253,"23.0-point implied total against a mid-pack pass defense last year. They rank 19th of 32 against the pass through 2 games. Projected 8.2 targets, a 23% target share, 0.8 red-zone look, 87% of the snaps. Across 2 games he has averaged 6.5 targets a game, a 20% target share and 94% of the snaps. Range 7-24 around a median of 13, 25% shot at a top-12 week.",
12,30,Matthew Golden,GB,ATL,1,12.948,10.964,5.624,12.736,23.681,0.245,"Jayden Reed is out; his work is not yet priced in here. 6th-highest implied total (25.2) against a mid-pack pass defense last year. They rank 12th of 32 against the pass through 2 games. Projected 7.0 targets, a 21% target share, 74% of the snaps. Across 2 games he has averaged 9.0 targets a game, a 25% target share and 82% of the snaps. Range 6-24 around a median of 13, 24% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",
13,27,DK Metcalf,PIT,CIN,1,12.764,11.122,6.69,12.005,23.046,0.218,"Michael Pittman is out; his work is not yet priced in here. 19.5-point implied total against 5th-worst pass defense by EPA last year. They rank 2nd of 32 against the pass through 2 games. Projected 8.5 targets, a 23% target share, 87% of the snaps. Across 2 games he has averaged 9.5 targets a game, a 26% target share and 96% of the snaps. Range 7-23 around a median of 12, 22% shot at a top-12 week. New HC.",
14,9,Garrett Wilson,NYJ,DET,0,12.722,13.774,5.899,11.545,25.281,0.22,"21.0-point implied total against a mid-pack pass defense last year. They rank 27th of 32 against the pass through 2 games. Projected 7.5 targets, a 21% target share, 78% of the snaps. Across 2 games he has averaged 7.0 targets a game, a 25% target share and 75% of the snaps. Range 6-25 around a median of 12, 22% shot at a top-12 week.",
15,24,Jalen Coker,CAR,CLE,0,12.458,11.21,6.477,12.177,22.282,0.188,"22.5-point implied total against a top-4 pass defense by EPA last year. They rank 30th of 32 against the pass through 2 games. Projected 7.3 targets, a 22% target share, 79% of the snaps. Across 2 games he has averaged 9.0 targets a game, a 27% target share and 84% of the snaps. Range 6-22 around a median of 12, 19% shot at a top-12 week.",
16,16,Tee Higgins,CIN,PIT,0,12.419,12.419,6.073,11.87,22.954,0.203,"23.0-point implied total against a mid-pack pass defense last year. They rank 19th of 32 against the pass through 2 games. Projected 7.5 targets, a 22% target share, 0.6 red-zone look, 75% of the snaps. Across 2 games he has averaged 8.0 targets a game, a 25% target share and 72% of the snaps. Range 6-23 around a median of 12, 20% shot at a top-12 week.",
17,22,Davante Adams,LA,DEN,0,12.165,11.393,6.265,12.007,21.403,0.183,"Puka Nacua is out; his work is not yet priced in here. 24.0-point implied total against a top-5 pass defense by EPA last year. They rank 14th of 32 against the pass through 2 games. Projected 8.0 targets, a 25% target share, 0.9 red-zone look, 60% of the snaps. Across 2 games he has averaged 8.0 targets a game, a 28% target share and 54% of the snaps. Range 6-21 around a median of 12, 18% shot at a top-12 week.",
18,31,Michael Wilson,ARI,SF,0,12.164,10.902,5.363,11.281,24.03,0.228,"19.5-point implied total against 8th-worst pass defense by EPA last year. They rank 11th of 32 against the pass through 2 games. Projected 7.1 targets, a 22% target share, 84% of the snaps. Across 2 games he has averaged 7.0 targets a game, a 23% target share and 85% of the snaps. Range 5-24 around a median of 11, 23% shot at a top-12 week.",
19,20,Jameson Williams,DET,NYJ,1,11.563,11.436,4.585,10.755,22.384,0.216,"5th-highest implied total (27.5) against the worst pass defense in the league by EPA last year. They rank 5th of 32 against the pass through 2 games. Projected 6.3 targets, a 17% target share, 82% of the snaps. Across 2 games he has averaged 6.5 targets a game, a 17% target share and 84% of the snaps. Range 5-22 around a median of 11, 22% shot at a top-12 week.",
20,39,Carnell Tate,TEN,NYG,0,11.436,9.764,5.906,10.834,21.555,0.158,"4th-lowest implied total (18.8) against a mid-pack pass defense last year. They rank 29th of 32 against the pass through 2 games. Projected 5.5 targets, a 25% target share, 88% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 25% target share and 88% of the snaps. Range 6-22 around a median of 11, 16% shot at a top-12 week. New HC.",
21,52,Adonai Mitchell,NYJ,DET,0,11.406,8.478,4.604,10.536,23.113,0.194,"21.0-point implied total against a mid-pack pass defense last year. They rank 27th of 32 against the pass through 2 games. Projected 6.5 targets, a 19% target share, 66% of the snaps. Across 2 games he has averaged 7.5 targets a game, a 23% target share and 69% of the snaps. Range 5-23 around a median of 11, 19% shot at a top-12 week.",
22,43,KC Concepcion,CLE,CAR,1,11.393,9.448,5.318,10.56,21.759,0.16,"20.0-point implied total against 9th-worst pass defense by EPA last year. They rank 7th of 32 against the pass through 2 games. Projected 5.5 targets, a 21% target share, 69% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 21% target share and 69% of the snaps. Range 5-22 around a median of 11, 16% shot at a top-12 week. New HC.",
23,19,Jaylen Waddle,DEN,LA,1,11.223,11.563,5.136,9.742,21.732,0.18,"21.5-point implied total against the 10th-best pass defense by EPA last year. They rank 6th of 32 against the pass through 2 games. Projected 6.4 targets, a 22% target share, 72% of the snaps. Across 2 games he has averaged 6.5 targets a game, a 23% target share and 75% of the snaps. Range 5-22 around a median of 10, 18% shot at a top-12 week. New team.",
24,18,Emeka Egbuka,TB,MIN,1,11.21,12.164,5.594,11.005,21.048,0.132,"20.5-point implied total against a top-2 pass defense by EPA last year. They rank 18th of 32 against the pass through 2 games. Projected 6.2 targets, a 20% target share, 80% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 19% target share and 86% of the snaps. Range 6-21 around a median of 11, 13% shot at a top-12 week.",
25,14,Drake London,ATL,GB,0,11.202,12.722,5.65,10.088,21.918,0.153,"5th-lowest implied total (19.2) against 11th-worst pass defense by EPA last year. They rank 10th of 32 against the pass through 2 games. Projected 6.1 targets, a 19% target share, 0.6 red-zone look, 95% of the snaps. Across 2 games he has averaged 4.5 targets a game, a 19% target share and 98% of the snaps. Range 6-22 around a median of 10, 15% shot at a top-12 week.",
26,37,Khalil Shakir,BUF,LAC,1,11.146,10.391,4.278,11.084,21.484,0.164,"DJ Moore is out; his work is not yet priced in here. 2nd-highest implied total (28.8) against the 9th-best pass defense by EPA last year. They rank 23rd of 32 against the pass through 2 games. Projected 6.0 targets, a 21% target share, 0.8 red-zone look, 56% of the snaps. Across 2 games he has averaged 6.0 targets a game, a 21% target share and 53% of the snaps. Range 4-21 around a median of 11, 16% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",
27,11,Malik Nabers,NYG,TEN,1,11.122,13.58,5.916,10.498,21.037,0.151,"21.8-point implied total against 4th-worst pass defense by EPA last year. They rank 26th of 32 against the pass through 2 games. Projected 7.2 targets, an 18% target share, 60% of the snaps. Across 2 games he has averaged 6.5 targets a game, a 22% target share and 52% of the snaps. Range 6-21 around a median of 10, 15% shot at a top-12 week. New HC.",
28,49,Denzel Boston,CLE,CAR,1,11.066,8.84,4.577,10.243,21.53,0.177,"20.0-point implied total against 9th-worst pass defense by EPA last year. They rank 7th of 32 against the pass through 2 games. Projected 5.5 targets, a 21% target share, 92% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 21% target share and 92% of the snaps. Range 5-22 around a median of 10, 18% shot at a top-12 week. New HC.",
29,45,Xavier Worthy,KC,MIA,0,11.058,9.138,4.633,10.214,21.556,0.166,"Highest implied total (29.0) against 6th-worst pass defense by EPA last year. They rank 32nd of 32 against the pass through 2 games. Projected 6.1 targets, an 18% target share, 74% of the snaps. Across 2 games he has averaged 6.5 targets a game, a 20% target share and 77% of the snaps. Range 5-22 around a median of 10, 17% shot at a top-12 week.",
30,51,Malik Washington,MIA,KC,1,10.964,8.67,4.586,9.822,22.17,0.15,"2nd-lowest implied total (17.5) against a mid-pack pass defense last year. They rank 15th of 32 against the pass through 2 games. Projected 5.6 targets, a 22% target share, 85% of the snaps. Across 2 games he has averaged 6.5 targets a game, a 26% target share and 98% of the snaps. Range 5-22 around a median of 10, 15% shot at a top-12 week. New HC.",
31,35,Josh Downs,IND,HOU,1,10.902,10.611,5.192,10.684,20.549,0.126,"Alec Pierce is out; his work is not yet priced in here. 20.5-point implied total against the best pass defense in the league by EPA last year. They rank 24th of 32 against the pass through 2 games. Projected 6.2 targets, a 20% target share, 80% of the snaps. Across 2 games he has averaged 6.5 targets a game, a 22% target share and 89% of the snaps. Range 5-21 around a median of 11, 13% shot at a top-12 week.",
32,41,Devaughn Vele,NO,LV,1,10.898,9.72,4.6,10.811,20.799,0.157,"23.8-point implied total against 10th-worst pass defense by EPA last year. They rank 20th of 32 against the pass through 2 games. Projected 6.8 targets, a 17% target share, 78% of the snaps. Across 2 games he has averaged 8.0 targets a game, a 20% target share and 91% of the snaps. Range 5-21 around a median of 11, 16% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",
33,69,Germie Bernard,PIT,CIN,1,10.853,6.37,4.351,10.484,21.585,0.158,"Michael Pittman is out; his work is not yet priced in here. 19.5-point implied total against 5th-worst pass defense by EPA last year. They rank 2nd of 32 against the pass through 2 games. Projected 8.0 targets, a 22% target share, a rotational snap count. Usage in his one game is actually fairly predictive. With only one game on the books, Bernard's projection leans on his exact usage in it. This will change as he gets more games under his belt. Range 4-22 around a median of 10, 16% shot at a top-12 week. New HC.",
34,29,Quentin Johnston,LAC,BUF,0,10.757,11.058,4.469,10.071,21.834,0.161,"21.8-point implied total against the 7th-best pass defense by EPA last year. They rank 3rd of 32 against the pass through 2 games. Projected 5.8 targets, a 19% target share, 74% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 21% target share and 78% of the snaps. Range 4-22 around a median of 10, 16% shot at a top-12 week.",
35,32,Deebo Samuel Sr.,SF,ARI,1,10.611,10.898,3.8,10.645,21.889,0.151,"3rd-highest implied total (28.0) against 7th-worst pass defense by EPA last year. They rank 28th of 32 against the pass through 2 games. Projected 5.7 targets, a 20% target share, 0.9 red-zone look, 49% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 20% target share and 42% of the snaps. Range 4-22 around a median of 11, 15% shot at a top-12 week. New team.",
36,44,Brian Thomas Jr.,JAX,NE,1,10.453,9.273,3.819,10.586,20.668,0.144,"24.2-point implied total against the 11th-best pass defense by EPA last year. They rank 4th of 32 against the pass through 2 games. Projected 5.8 targets, a 20% target share, 44% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 21% target share and 35% of the snaps. Range 4-21 around a median of 11, 14% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",
37,47,Tre Tucker,LV,NO,0,10.391,9.058,4.155,9.69,20.867,0.152,"20.8-point implied total against the 12th-best pass defense by EPA last year. They rank 22nd of 32 against the pass through 2 games. Projected 5.5 targets, a 19% target share, 76% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 19% target share and 71% of the snaps. Range 4-21 around a median of 10, 15% shot at a top-12 week. New HC.",
38,34,Ladd McConkey,LAC,BUF,0,9.909,10.757,4.44,9.332,19.277,0.103,"21.8-point implied total against the 7th-best pass defense by EPA last year. They rank 3rd of 32 against the pass through 2 games. Projected 5.5 targets, a 19% target share, 58% of the snaps. Across 2 games he has averaged 5.0 targets a game, a 19% target share and 49% of the snaps. Range 4-19 around a median of 9, 10% shot at a top-12 week.",
39,26,Stefon Diggs,WAS,SEA,1,9.764,11.146,4.499,8.891,18.897,0.103,"1st-lowest implied total (16.8) against the 6th-best pass defense by EPA last year. They rank 9th of 32 against the pass through 2 games. Projected 7.0 targets, a 23% target share, 60% of the snaps. Across 2 games he has averaged 7.5 targets a game, a 24% target share and 63% of the snaps. Range 4-19 around a median of 9, 10% shot at a top-12 week. New team.",
40,33,Courtland Sutton,DEN,LA,1,9.721,10.853,3.857,8.908,19.751,0.132,"21.5-point implied total against the 10th-best pass defense by EPA last year. They rank 6th of 32 against the pass through 2 games. Projected 5.4 targets, an 18% target share, 0.7 red-zone look, 79% of the snaps. Across 2 games he has averaged 4.5 targets a game, a 16% target share and 76% of the snaps. Range 4-20 around a median of 9, 13% shot at a top-12 week.",
41,46,Caleb Douglas,MIA,KC,1,9.72,9.097,3.996,8.642,20.706,0.142,"2nd-lowest implied total (17.5) against a mid-pack pass defense last year. They rank 15th of 32 against the pass through 2 games. Projected 5.0 targets, a 20% target share, 91% of the snaps. Across 2 games he has averaged 5.0 targets a game, a 20% target share and 91% of the snaps. Range 4-21 around a median of 9, 14% shot at a top-12 week. New HC.",
42,13,Mike Evans,SF,ARI,1,9.592,12.764,4.4,8.394,19.055,0.106,"3rd-highest implied total (28.0) against 7th-worst pass defense by EPA last year. They rank 28th of 32 against the pass through 2 games. Projected 5.9 targets, a 16% target share, 72% of the snaps. Across 2 games he has averaged 5.0 targets a game, a 17% target share and 75% of the snaps. Range 4-19 around a median of 8, 11% shot at a top-12 week. New team.",
43,12,Rashee Rice,KC,MIA,0,9.448,12.948,3.519,7.628,20.473,0.134,"Highest implied total (29.0) against 6th-worst pass defense by EPA last year. They rank 32nd of 32 against the pass through 2 games. Projected 5.9 targets, a 12% target share, 0.9 red-zone look, 78% of the snaps. Across 2 games he has averaged 4.0 targets a game, an 11% target share and 83% of the snaps. Range 4-20 around a median of 8, 13% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
44,59,Rashod Bateman,BAL,DAL,0,9.273,7.415,2.813,8.413,20.172,0.12,"Zay Flowers is out; his work is not yet priced in here. Ja'Kobi Lane is out; his work is not yet priced in here. 4th-highest implied total (27.8) against 2nd-worst pass defense by EPA last year. They rank 17th of 32 against the pass through 2 games. Projected 4.3 targets, a 16% target share, 0.6 red-zone look, 75% of the snaps. Across 2 games he has averaged 5.0 targets a game, an 18% target share and 78% of the snaps. Range 3-20 around a median of 8, 12% shot at a top-12 week. New HC.",
45,23,Terry McLaurin,WAS,SEA,1,9.138,11.223,4.088,7.951,18.123,0.077,"1st-lowest implied total (16.8) against the 6th-best pass defense by EPA last year. They rank 9th of 32 against the pass through 2 games. Projected 6.3 targets, an 18% target share, 81% of the snaps. Across 2 games he has averaged 6.5 targets a game, a 20% target share and 87% of the snaps. Range 4-18 around a median of 8, 8% shot at a top-12 week.",
46,21,Luther Burden III,CHI,PHI,1,9.097,11.406,3.615,7.651,20.05,0.116,"3rd-lowest implied total (18.5) against the 7th-best pass defense by EPA last year. They rank 8th of 32 against the pass through 2 games. Projected 5.3 targets, an 18% target share, 70% of the snaps. Across 2 games he has averaged 6.0 targets a game, a 21% target share and 73% of the snaps. Range 4-20 around a median of 8, 12% shot at a top-12 week.",
47,64,Ted Hurst III,TB,MIN,1,9.058,6.917,3.372,8.331,19.401,0.104,"20.5-point implied total against a top-2 pass defense by EPA last year. They rank 18th of 32 against the pass through 2 games. Projected 5.0 targets, a 16% target share, 75% of the snaps. Across 2 games he has averaged 5.0 targets a game, a 16% target share and 75% of the snaps. Range 3-19 around a median of 8, 10% shot at a top-12 week.",
48,42,Wan'Dale Robinson,TEN,NYG,0,9.006,9.592,3.477,7.497,20.145,0.124,"4th-lowest implied total (18.8) against a mid-pack pass defense last year. They rank 29th of 32 against the pass through 2 games. Projected 5.2 targets, an 18% target share, 79% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 14% target share and 82% of the snaps. Range 3-20 around a median of 7, 12% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks. New HC. New team.",
49,50,Keenan Allen,IND,HOU,1,8.84,8.671,4.485,7.82,18.01,0.072,"Alec Pierce is out; his work is not yet priced in here. 20.5-point implied total against the best pass defense in the league by EPA last year. They rank 24th of 32 against the pass through 2 games. Projected 6.1 targets, a 20% target share, 63% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 19% target share and 67% of the snaps. Range 4-18 around a median of 8, 7% shot at a top-12 week. New team.",
50,40,Jordan Addison,MIN,TB,0,8.671,9.721,2.845,7.965,18.551,0.087,"22.0-point implied total against a mid-pack pass defense last year. They rank 21st of 32 against the pass through 2 games. Projected 4.2 targets, a 17% target share, 78% of the snaps. Across 2 games he has averaged 3.5 targets a game, an 18% target share and 83% of the snaps. Range 3-19 around a median of 8, 9% shot at a top-12 week.",
51,65,Xavier Hutchinson,HOU,IND,0,8.67,6.639,3.913,7.972,17.392,0.058,"Nico Collins is out; his work is not yet priced in here. 23.0-point implied total against a mid-pack pass defense last year. They rank 31st of 32 against the pass through 2 games. Projected 6.2 targets, a 16% target share, 58% of the snaps. Across 2 games he has averaged 7.5 targets a game, a 17% target share and 56% of the snaps. Range 4-17 around a median of 8, 6% shot at a top-12 week.",
52,60,Malachi Fields,NYG,TEN,1,8.478,7.303,3.013,7.279,19.221,0.104,"21.8-point implied total against 4th-worst pass defense by EPA last year. They rank 26th of 32 against the pass through 2 games. Projected 5.0 targets, a 16% target share, 72% of the snaps. Across 2 games he has averaged 5.0 targets a game, a 16% target share and 72% of the snaps. Range 3-19 around a median of 7, 10% shot at a top-12 week. New HC.",
53,48,Dontayvion Wicks,PHI,CHI,0,8.417,9.006,2.642,7.565,19.28,0.105,"23.0-point implied total against a mid-pack pass defense last year. They rank 16th of 32 against the pass through 2 games. Projected 4.5 targets, a 16% target share, 81% of the snaps. Across 2 games he has averaged 5.0 targets a game, an 18% target share and 91% of the snaps. Range 3-19 around a median of 8, 10% shot at a top-12 week. New team.",
54,61,Ryan Flournoy,DAL,BAL,1,8.403,7.279,3.159,6.958,18.974,0.1,"24.8-point implied total against 12th-worst pass defense by EPA last year. They rank 13th of 32 against the pass through 2 games. Projected 4.8 targets, a 15% target share, 66% of the snaps. Across 2 games he has averaged 5.0 targets a game, a 16% target share and 71% of the snaps. Range 3-19 around a median of 7, 10% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
55,56,Rashid Shaheed,SEA,WAS,0,8.363,8.205,3.176,7.389,17.81,0.071,"23.8-point implied total against 3rd-worst pass defense by EPA last year. They rank 25th of 32 against the pass through 2 games. Projected 4.7 targets, a 15% target share, 64% of the snaps. Across 2 games he has averaged 4.5 targets a game, an 18% target share and 66% of the snaps. Range 3-18 around a median of 7, 7% shot at a top-12 week.",
56,66,Kalif Raymond,CHI,PHI,1,8.205,6.614,2.88,6.903,18.414,0.102,"3rd-lowest implied total (18.5) against the 7th-best pass defense by EPA last year. They rank 8th of 32 against the pass through 2 games. Projected 5.5 targets, a 21% target share, 59% of the snaps. Across 2 games he has averaged 7.0 targets a game, a 26% target share and 60% of the snaps. Range 3-18 around a median of 7, 10% shot at a top-12 week. New team.",
57,25,Chris Godwin Jr.,TB,MIN,1,7.602,11.202,2.784,6.351,16.661,0.059,"20.5-point implied total against a top-2 pass defense by EPA last year. They rank 18th of 32 against the pass through 2 games. Projected 4.2 targets, a 12% target share, 78% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 12% target share and 86% of the snaps. Range 3-17 around a median of 6, 6% shot at a top-12 week.",
58,28,Rome Odunze,CHI,PHI,1,7.426,11.066,2.768,6.619,16.269,0.038,"3rd-lowest implied total (18.5) against the 7th-best pass defense by EPA last year. They rank 8th of 32 against the pass through 2 games. Projected 4.8 targets, a 14% target share, 61% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 12% target share and 48% of the snaps. Range 3-16 around a median of 7, 4% shot at a top-12 week.",
59,67,Keon Coleman,BUF,LAC,1,7.415,6.575,2.686,6.277,16.373,0.032,"DJ Moore is out; his work is not yet priced in here. 2nd-highest implied total (28.8) against the 9th-best pass defense by EPA last year. They rank 23rd of 32 against the pass through 2 games. Projected 4.0 targets, a 13% target share, 0.6 red-zone look, 55% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 12% target share and 50% of the snaps. Range 3-16 around a median of 6, 3% shot at a top-12 week.",
60,55,Tre Harris,LAC,BUF,0,7.303,8.363,2.499,5.807,17.474,0.076,"21.8-point implied total against the 7th-best pass defense by EPA last year. They rank 3rd of 32 against the pass through 2 games. Projected 3.9 targets, a 15% target share, 70% of the snaps. Across 2 games he has averaged 4.5 targets a game, a 17% target share and 75% of the snaps. Range 2-17 around a median of 6, 8% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
61,62,Jerry Jeudy,CLE,CAR,1,7.279,7.197,2.337,5.956,16.85,0.057,"20.0-point implied total against 9th-worst pass defense by EPA last year. They rank 7th of 32 against the pass through 2 games. Projected 3.7 targets, a 14% target share, 64% of the snaps. Across 2 games he has averaged 2.5 targets a game, an 11% target share and 63% of the snaps. Range 2-17 around a median of 6, 6% shot at a top-12 week. New HC.",
62,71,Roman Wilson,PIT,CIN,1,7.197,6.293,2.561,6.023,16.39,0.051,"Michael Pittman is out; his work is not yet priced in here. 19.5-point implied total against 5th-worst pass defense by EPA last year. They rank 2nd of 32 against the pass through 2 games. Projected 4.8 targets, a 14% target share, 50% of the snaps. Across 2 games he has averaged 6.0 targets a game, a 16% target share and 55% of the snaps. Range 3-16 around a median of 6, 5% shot at a top-12 week. New HC.",
63,38,Romeo Doubs,NE,JAX,0,7.187,9.909,2.629,6.591,15.508,0.023,"A.J. Brown is out; his work is not yet priced in here. 21.2-point implied total against a top-3 pass defense by EPA last year. They rank 1st of 32 against the pass through 2 games. Projected 4.1 targets, a 16% target share, 0.7 red-zone look, 63% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 14% target share and 56% of the snaps. Range 3-16 around a median of 7, 2% shot at a top-12 week. New team.",
64,63,Kendrick Bourne,ARI,SF,0,6.917,7.187,2.729,5.801,15.484,0.024,"19.5-point implied total against 8th-worst pass defense by EPA last year. They rank 11th of 32 against the pass through 2 games. Projected 4.9 targets, a 15% target share, 64% of the snaps. Across 2 games he has averaged 5.5 targets a game, a 17% target share and 67% of the snaps. Range 3-15 around a median of 6, 2% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks. New team.",
65,57,Jalen Nailor,LV,NO,0,6.639,7.602,2.212,5.794,15.068,0.029,"20.8-point implied total against the 12th-best pass defense by EPA last year. They rank 22nd of 32 against the pass through 2 games. Projected 3.7 targets, a 14% target share, 61% of the snaps. Across 2 games he has averaged 4.0 targets a game, a 14% target share and 60% of the snaps. Range 2-15 around a median of 6, 3% shot at a top-12 week. New HC. New team.",
66,58,DeMario Douglas,NE,JAX,0,6.614,7.426,2.238,5.498,15.545,0.042,"A.J. Brown is out; his work is not yet priced in here. 21.2-point implied total against a top-3 pass defense by EPA last year. They rank 1st of 32 against the pass through 2 games. Projected 4.0 targets, a 14% target share, 53% of the snaps. Across 2 games he has averaged 4.5 targets a game, a 16% target share and 62% of the snaps. Range 2-16 around a median of 5, 4% shot at a top-12 week.",
67,54,Pat Bryant,DEN,LA,1,6.575,8.403,2.044,5.17,15.797,0.035,"21.5-point implied total against the 10th-best pass defense by EPA last year. They rank 6th of 32 against the pass through 2 games. Projected 3.7 targets, a 12% target share, 56% of the snaps. Across 2 games he has averaged 3.5 targets a game, a 13% target share and 59% of the snaps. Range 2-16 around a median of 5, 4% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
68,36,Marvin Harrison Jr.,ARI,SF,0,6.493,10.453,1.674,5.383,15.426,0.029,"19.5-point implied total against 8th-worst pass defense by EPA last year. They rank 11th of 32 against the pass through 2 games. Projected 3.4 targets, an 8% target share, 76% of the snaps. Across 2 games he has averaged 2.0 targets a game, a 6% target share and 79% of the snaps. Range 2-15 around a median of 5, 3% shot at a top-12 week.",
