rank_data,rank_vibes,player,team,opponent,is_home,proj,proj_vibes,floor,median,ceiling,p_top12,note_data,note_vibes
1,1,Josh Allen,BUF,LAC,1,21.25,21.25,15.848,21.826,28.857,0.698,"2nd-highest implied total (28.8) against the 9th-best pass defense by EPA last year. They rank 23rd of 32 against the pass through 2 games. Projected 30 attempts for 228 yards, plus 9.0 carries of his own, 0.6 goal-line rush. Across 2 games he has averaged 30.0 attempts a game, 10.0 carries a game and 100% of the snaps. Range 16-29 around a median of 22, 70% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",
2,9,Patrick Mahomes,KC,MIA,0,18.898,16.577,13.575,18.49,27.654,0.54,"Highest implied total (29.0) against 6th-worst pass defense by EPA last year. They rank 32nd of 32 against the pass through 2 games. Projected 37 attempts for 260 yards, plus 4.5 carries of his own. Across 2 games he has averaged 37.0 attempts a game, 4.5 carries a game and 100% of the snaps. Range 14-28 around a median of 18, 54% shot at a top-12 week.",
3,3,Lamar Jackson,BAL,DAL,0,18.338,18.338,11.224,18.09,28.984,0.498,"4th-highest implied total (27.8) against 2nd-worst pass defense by EPA last year. They rank 17th of 32 against the pass through 2 games. Projected 26 attempts for 209 yards, plus 5.4 carries of his own. Across 2 games he has averaged 28.0 attempts a game, 5.5 carries a game and 100% of the snaps. Range 11-29 around a median of 18, 50% shot at a top-12 week. New HC.",
4,14,Tyler Shough,NO,LV,1,17.824,15.68,11.601,17.929,27.949,0.486,"23.8-point implied total against 10th-worst pass defense by EPA last year. They rank 20th of 32 against the pass through 2 games. Projected 40 attempts for 287 yards, plus 5.7 carries of his own. Across 2 games he has averaged 45.0 attempts a game, 6.5 carries a game and 100% of the snaps. Range 12-28 around a median of 18, 49% shot at a top-12 week.",
5,2,Jalen Hurts,PHI,CHI,0,17.541,18.898,11.085,17.652,26.437,0.482,"23.0-point implied total against a mid-pack pass defense last year. They rank 16th of 32 against the pass through 2 games. Projected 30 attempts for 213 yards, plus 6.2 carries of his own, 0.5 goal-line rushes. Across 2 games he has averaged 31.0 attempts a game, 6.0 carries a game and 100% of the snaps. Range 11-26 around a median of 18, 48% shot at a top-12 week.",
6,13,Jared Goff,DET,NYJ,1,17.488,15.682,11.426,16.995,28.514,0.418,"5th-highest implied total (27.5) against the worst pass defense in the league by EPA last year. They rank 5th of 32 against the pass through 2 games. Projected 37 attempts for 285 yards, 2.0 carries of his own. Across 2 games he has averaged 38.5 attempts a game, 2.5 carries a game and 100% of the snaps. Range 11-29 around a median of 17, 42% shot at a top-12 week.",
7,6,Brock Purdy,SF,ARI,1,17.441,17.488,11.46,17.855,25.93,0.481,"3rd-highest implied total (28.0) against 7th-worst pass defense by EPA last year. They rank 28th of 32 against the pass through 2 games. Projected 29 attempts for 216 yards, 3.9 carries of his own. Across 2 games he has averaged 28.0 attempts a game, 4.0 carries a game and 100% of the snaps. Range 11-26 around a median of 18, 48% shot at a top-12 week.",
8,4,Dak Prescott,DAL,BAL,1,17.406,17.824,10.612,18.13,27.238,0.47,"24.8-point implied total against 12th-worst pass defense by EPA last year. They rank 13th of 32 against the pass through 2 games. Projected 33 attempts for 249 yards, 3.0 carries of his own. Across 2 games he has averaged 32.5 attempts a game, 3.0 carries a game and 100% of the snaps. Range 11-27 around a median of 18, 47% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",
9,28,Deshaun Watson,CLE,CAR,1,16.577,10.438,10.654,16.168,25.817,0.389,"20.0-point implied total against 9th-worst pass defense by EPA last year. They rank 7th of 32 against the pass through 2 games. Projected 26 attempts for 0 yards, plus 6.5 carries of his own. Across 2 games he has averaged 26.0 attempts a game, 6.5 carries a game and 100% of the snaps. Range 11-26 around a median of 16, 39% shot at a top-12 week. New HC.",
10,8,Drake Maye,NE,JAX,0,16.236,17.406,10.263,15.16,26.481,0.377,"21.2-point implied total against a top-3 pass defense by EPA last year. They rank 1st of 32 against the pass through 2 games. Projected 28 attempts for 236 yards, plus 5.7 carries of his own. Across 2 games he has averaged 27.5 attempts a game, 5.5 carries a game and 100% of the snaps. Range 10-26 around a median of 15, 38% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
11,15,Bo Nix,DEN,LA,1,15.999,15.577,9.592,14.835,25.746,0.365,"21.5-point implied total against the 10th-best pass defense by EPA last year. They rank 6th of 32 against the pass through 2 games. Projected 32 attempts for 208 yards, plus 4.3 carries of his own. Across 2 games he has averaged 29.5 attempts a game, 4.0 carries a game and 100% of the snaps. Range 10-26 around a median of 15, 36% shot at a top-12 week.",
12,23,Jordan Love,GB,ATL,1,15.843,14.062,9.994,16.865,23.822,0.384,"6th-highest implied total (25.2) against a mid-pack pass defense last year. They rank 12th of 32 against the pass through 2 games. Projected 33 attempts for 251 yards. Across 2 games he has averaged 35.5 attempts a game, 0.5 carries a game and 100% of the snaps. Range 10-24 around a median of 17, 38% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",
13,11,Matthew Stafford,LA,DEN,0,15.682,15.999,9.818,16.097,25.187,0.332,"24.0-point implied total against a top-5 pass defense by EPA last year. They rank 14th of 32 against the pass through 2 games. Projected 30 attempts for 233 yards, 2.6 carries of his own. Across 2 games he has averaged 28.0 attempts a game, 3.0 carries a game and 84% of the snaps. Range 10-25 around a median of 16, 33% shot at a top-12 week.",
14,17,Justin Herbert,LAC,BUF,0,15.68,15.475,8.934,15.168,25.243,0.36,"21.8-point implied total against the 7th-best pass defense by EPA last year. They rank 3rd of 32 against the pass through 2 games. Projected 29 attempts for 207 yards, plus 4.4 carries of his own. Across 2 games he has averaged 27.0 attempts a game, 4.0 carries a game and 100% of the snaps. Range 9-25 around a median of 15, 36% shot at a top-12 week.",
15,19,Geno Smith,NYJ,DET,0,15.577,14.634,8.167,15.01,26.517,0.382,"21.0-point implied total against a mid-pack pass defense last year. They rank 27th of 32 against the pass through 2 games. Projected 32 attempts for 216 yards, plus 4.6 carries of his own. Across 2 games he has averaged 32.5 attempts a game, 5.5 carries a game and 100% of the snaps. Range 8-27 around a median of 15, 38% shot at a top-12 week. New team.",
16,5,Baker Mayfield,TB,MIN,1,15.543,17.541,9.431,15.154,25.045,0.356,"20.5-point implied total against a top-2 pass defense by EPA last year. They rank 18th of 32 against the pass through 2 games. Projected 31 attempts for 215 yards, plus 4.1 carries of his own. Across 2 games he has averaged 31.0 attempts a game, 4.5 carries a game and 100% of the snaps. Range 9-25 around a median of 15, 36% shot at a top-12 week.",
17,10,Trevor Lawrence,JAX,NE,1,15.475,16.236,8.838,15.909,25.062,0.36,"24.2-point implied total against the 11th-best pass defense by EPA last year. They rank 4th of 32 against the pass through 2 games. Projected 28 attempts for 202 yards, 2.9 carries of his own, 0.4 goal-line rushes. Across 2 games he has averaged 26.0 attempts a game, 2.0 carries a game and 88% of the snaps. Range 9-25 around a median of 16, 36% shot at a top-12 week.",
18,16,C.J. Stroud,HOU,IND,0,15.03,15.543,9.785,15.115,24.316,0.283,"23.0-point implied total against a mid-pack pass defense last year. They rank 31st of 32 against the pass through 2 games. Projected 41 attempts for 293 yards, 2.8 carries of his own. Across 2 games he has averaged 46.5 attempts a game, 2.5 carries a game and 100% of the snaps. Range 10-24 around a median of 15, 28% shot at a top-12 week.",
19,7,Joe Burrow,CIN,PIT,0,14.634,17.441,9.216,14.519,24.001,0.259,"23.0-point implied total against a mid-pack pass defense last year. They rank 19th of 32 against the pass through 2 games. Projected 33 attempts for 230 yards, 2.6 carries of his own. Across 2 games he has averaged 33.0 attempts a game, 3.0 carries a game and 100% of the snaps. Range 9-24 around a median of 15, 26% shot at a top-12 week.",
20,18,Bryce Young,CAR,CLE,0,14.602,15.03,8.289,14.833,23.975,0.276,"22.5-point implied total against a top-4 pass defense by EPA last year. They rank 30th of 32 against the pass through 2 games. Projected 34 attempts for 223 yards, 2.1 carries of his own. Across 2 games he has averaged 36.5 attempts a game, 1.5 carries a game and 90% of the snaps. Range 8-24 around a median of 15, 28% shot at a top-12 week.",
21,27,Aaron Rodgers,PIT,CIN,1,14.198,11.474,8.975,14.203,23.637,0.23,"19.5-point implied total against 5th-worst pass defense by EPA last year. They rank 2nd of 32 against the pass through 2 games. Projected 37 attempts for 248 yards. Across 2 games he has averaged 39.5 attempts a game, 2.0 carries a game and 100% of the snaps. Range 9-24 around a median of 14, 23% shot at a top-12 week. New HC.",
22,12,Kirk Cousins,LV,NO,0,14.136,15.843,7.68,14.147,23.799,0.256,"20.8-point implied total against the 12th-best pass defense by EPA last year. They rank 22nd of 32 against the pass through 2 games. Projected 29 attempts for 190 yards, 3.5 carries of his own. Across 2 games he has averaged 29.5 attempts a game, 4.5 carries a game and 100% of the snaps. Range 8-24 around a median of 14, 26% shot at a top-12 week. New HC. New team.",
23,26,Jacoby Brissett,ARI,SF,0,14.062,12.06,8.159,14.383,23.197,0.244,"19.5-point implied total against 8th-worst pass defense by EPA last year. They rank 11th of 32 against the pass through 2 games. Projected 33 attempts for 231 yards, 3.2 carries of his own. Across 2 games he has averaged 32.5 attempts a game, 3.5 carries a game and 100% of the snaps. Range 8-23 around a median of 14, 24% shot at a top-12 week.",
24,22,Daniel Jones,IND,HOU,1,13.933,14.136,7.881,13.888,22.876,0.259,"20.5-point implied total against the best pass defense in the league by EPA last year. They rank 24th of 32 against the pass through 2 games. Projected 31 attempts for 236 yards, 2.5 carries of his own. Across 2 games he has averaged 31.0 attempts a game, 2.0 carries a game and 100% of the snaps. Range 8-23 around a median of 14, 26% shot at a top-12 week.",
25,25,Cam Ward,TEN,NYG,0,13.573,13.573,7.287,14.061,23.168,0.252,"4th-lowest implied total (18.8) against a mid-pack pass defense last year. They rank 29th of 32 against the pass through 2 games. Projected 28 attempts for 172 yards, 3.4 carries of his own. Across 2 games he has averaged 26.0 attempts a game, 4.0 carries a game and 100% of the snaps. Range 7-23 around a median of 14, 25% shot at a top-12 week. New HC.",
26,20,Malik Willis,MIA,KC,1,12.06,14.602,4.561,12.237,22.517,0.234,"2nd-lowest implied total (17.5) against a mid-pack pass defense last year. They rank 15th of 32 against the pass through 2 games. Projected 20 attempts for 154 yards, plus 4.5 carries of his own. Across 2 games he has averaged 25.0 attempts a game, 4.0 carries a game and 100% of the snaps. Range 5-23 around a median of 12, 23% shot at a top-12 week. New HC. New team.",
27,21,Carson Wentz,MIN,TB,0,11.474,14.198,4.285,12.225,22.017,0.184,"Kyler Murray is out; his work is not yet priced in here. 22.0-point implied total against a mid-pack pass defense last year. They rank 21st of 32 against the pass through 2 games. Projected 24 attempts for 172 yards, 3.4 carries of his own. Across 2 games he has averaged 19.5 attempts a game, 4.0 carries a game and 83% of the snaps. Range 4-22 around a median of 12, 18% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",
28,24,Jameis Winston,NYG,TEN,1,10.438,13.933,5.166,10.75,21.379,0.157,"Jaxson Dart is out; his work is not yet priced in here. 21.8-point implied total against 4th-worst pass defense by EPA last year. They rank 26th of 32 against the pass through 2 games. Projected 24 attempts for 182 yards, 2.2 carries of his own. In his one game this season he had 27 attempts and 2 carries. Range 5-21 around a median of 11, 16% shot at a top-12 week. New HC.",
29,29,Marcus Mariota,WAS,SEA,1,9.149,9.149,4.056,7.67,19.482,0.123,"Jayden Daniels is out; his work is not yet priced in here. 1st-lowest implied total (16.8) against the 6th-best pass defense by EPA last year. They rank 9th of 32 against the pass through 2 games. Projected 19 attempts for 141 yards, 3.0 carries of his own. In his one game this season he had 16 attempts and 1 carry. Range 4-19 around a median of 8, 12% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
30,31,Cooper Rush,ATL,GB,0,8.775,7.319,2.309,8.11,18.084,0.087,"5th-lowest implied total (19.2) against 11th-worst pass defense by EPA last year. They rank 10th of 32 against the pass through 2 games. Projected 17 attempts for 117 yards. Across 2 games he has averaged 19.5 attempts a game, 1.0 carries a game and 100% of the snaps. Range 2-18 around a median of 8, 9% shot at a top-12 week. New team.",
31,30,Drew Lock,SEA,WAS,0,7.319,8.775,0.0,5.423,19.135,0.104,"Sam Darnold is out; his work is not yet priced in here. 23.8-point implied total against 3rd-worst pass defense by EPA last year. They rank 25th of 32 against the pass through 2 games. Projected 16 attempts for 114 yards. Across 2 games he has averaged 24.0 attempts a game, 1.0 carries a game and 90% of the snaps. Range 0-19 around a median of 5, 10% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",
