rank_data,player_id,player_name,team,opponent,is_home,proj,floor_q20,median_q50,ceiling_q90,p_top12,consensus_rank,depth_rank,expected_targets,expected_carries,expected_rz_targets,expected_gl_carries,expected_pass_att,expected_pass_yards,target_share_eb,snap_share_eb,sd_games,sd_targets,sd_carries,sd_attempts,sd_snap_share,sd_target_share,b_targets,b_carries,b_attempts,b_snap_share,b_target_share,implied_team_total,opp_prev_def_epa_pass,opp_prev_def_epa_rush,off_continuity,hc_continuity,hc_change,changed_team,is_rookie,is_out,is_questionable,practice_status,learner
136,00-0037524,Tay Martin,DET,BUF,0.0,1.647,0.0,0.0,5.76,0.0,145.0,4.0,5.292,0.029,0.535,0.097,0.0,0.0,0.146,0.504,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.252,0.073,24.5,-0.068,0.063,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
137,00-0039589,Kameron Johnson,TB,CLE,1.0,1.59,0.0,0.0,5.855,0.0,186.0,6.0,4.296,0.057,0.535,0.097,0.0,0.0,0.129,0.484,1.0,0.0,0.0,0.0,0.09,0.0,0.7,0.2,0.0,0.287,0.064,24.5,-0.112,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
138,00-0038090,Skyy Moore,GB,NYJ,0.0,1.544,0.0,0.0,5.496,0.0,153.0,5.0,4.271,0.054,0.535,0.097,0.0,0.0,0.129,0.485,1.0,1.0,0.0,0.0,0.06,0.025,0.889,0.111,0.0,0.273,0.077,24.5,0.287,-0.019,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
139,00-0038519,Nikko Remigio,KC,IND,1.0,1.481,0.0,0.0,4.957,0.0,187.0,6.0,5.384,0.04,0.59,0.106,0.0,0.0,0.151,0.535,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.267,0.075,27.0,0.059,-0.089,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
140,00-0041099,Barion Brown,NO,BAL,0.0,1.477,0.0,0.0,5.245,0.0,117.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.08,0.0,0.0,1.0,0.0,0.08,0.0,19.0,0.085,-0.062,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
141,00-0037093,Dareke Young,LV,LAC,0.0,1.456,0.0,0.0,5.106,0.0,168.0,5.0,5.138,0.025,0.399,0.072,0.0,0.0,0.142,0.437,1.0,0.0,0.0,0.0,0.15,0.0,0.5,0.0,0.0,0.293,0.071,18.25,-0.063,-0.106,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
142,00-0034854,KhaDarel Hodge,SF,MIA,1.0,1.285,0.0,0.0,4.054,0.0,183.0,9.0,4.032,0.018,0.634,0.114,0.0,0.0,0.122,0.288,1.0,0.0,0.0,0.0,0.02,0.0,1.667,0.0,0.0,0.154,0.061,29.0,0.166,-0.02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
143,00-0039920,Malachi Corley,CLE,TB,0.0,1.246,0.0,0.0,4.812,0.0,162.0,6.0,4.168,0.5,0.244,0.049,0.0,0.0,0.115,0.36,1.0,0.0,0.0,0.0,0.0,0.0,0.583,0.542,0.0,0.18,0.058,16.0,0.08,-0.063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
144,00-0036331,Devin Duvernay,ARI,SEA,1.0,0.857,0.0,0.0,2.475,0.0,165.0,6.0,5.316,0.02,0.347,0.073,0.0,0.0,0.135,0.342,1.0,0.0,0.0,0.0,0.0,0.0,0.833,0.0,0.0,0.171,0.067,18.5,-0.075,-0.191,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
145,00-0040506,Myles Price,MIN,CHI,0.0,0.778,0.0,0.0,2.888,0.0,190.0,5.0,5.511,0.034,0.47,0.085,0.0,0.0,0.156,0.629,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.339,0.078,21.5,0.052,-0.009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
146,00-0036463,Chris Blair,ATL,CAR,1.0,0.774,0.0,0.0,3.191,0.0,176.0,5.0,5.523,0.037,0.448,0.081,0.0,0.0,0.156,0.629,1.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.399,0.078,20.5,0.119,0.003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
147,00-0039365,Jacob Cowing,SF,MIA,1.0,0.536,0.0,0.0,1.499,0.0,171.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,29.0,0.166,-0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
148,00-0040621,Montorie Foster Jr,SEA,ARI,0.0,0.459,0.0,0.0,1.326,0.0,166.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.164,-0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
149,00-0041397,Kaden Wetjen,PIT,NE,0.0,0.399,0.0,0.0,0.784,0.0,164.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-0.038,-0.029,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,ridge
150,00-0041035,De'Zhaun Stribling,SF,MIA,1.0,0.005,0.0,0.0,0.0,0.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,0.166,-0.02,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
151,00-0034837,Calvin Ridley,TEN,PHI,1.0,0.005,0.0,0.0,0.0,0.0,77.0,3.0,3.899,0.006,0.205,0.064,0.0,0.0,0.108,0.579,,,,,,,5.143,0.0,0.0,0.579,0.108,16.25,-0.068,-0.061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
152,00-0041443,Skyler Bell,BUF,DET,1.0,0.005,0.0,0.0,0.0,0.0,115.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,0.006,-0.029,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
153,00-0035535,Darius Slayton,NYG,LA,0.0,0.005,0.0,0.0,0.0,0.0,103.0,2.0,4.9,0.004,0.385,0.082,0.0,0.0,0.135,0.798,,,,,,,4.5,0.0,0.0,0.798,0.135,20.75,-0.054,-0.057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
154,00-0039710,Jeshaun Jones,MIN,CHI,0.0,0.005,0.0,0.0,0.0,0.0,,6.0,5.511,0.034,0.47,0.085,0.0,0.0,0.156,0.629,,,,,,,,,,0.629,0.156,21.5,0.052,-0.009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
155,00-0041489,Germie Bernard,PIT,NE,0.0,0.005,0.0,0.0,0.0,0.0,83.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,18.0,-0.038,-0.029,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,ridge
156,00-0040876,Elijah Sarratt,BAL,NO,1.0,0.005,0.0,0.0,0.0,0.0,112.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.5,-0.015,-0.088,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,ridge
157,00-0041550,Brenen Thompson,LAC,LV,1.0,0.005,0.0,0.0,0.0,0.0,125.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,25.25,0.099,-0.042,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
158,00-0041070,Reggie Virgil,ARI,SEA,1.0,0.005,0.0,0.0,0.0,0.0,170.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,18.5,-0.075,-0.191,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
159,00-0041051,Zavion Thomas,CHI,MIN,1.0,0.005,0.0,0.0,0.0,0.0,123.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.0,-0.12,-0.052,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
160,00-0041446,Kendrick Law,DET,BUF,0.0,0.005,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,24.5,-0.068,0.063,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
161,00-0039855,Jalen McMillan,TB,CLE,1.0,0.004,0.0,0.0,0.0,0.0,63.0,3.0,3.779,0.043,0.361,0.097,0.0,0.0,0.113,0.611,,,,,,,3.75,0.25,0.0,0.611,0.113,24.5,-0.112,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
162,00-0038977,Tank Dell,HOU,CIN,1.0,0.004,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,24.5,0.18,0.059,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
163,00-0038647,Ronnie Bell,LV,LAC,0.0,0.004,0.0,0.0,0.0,0.0,,9.0,4.998,0.023,0.36,0.072,0.0,0.0,0.138,0.482,,,,,,,4.0,0.0,0.0,0.482,0.138,18.25,-0.063,-0.106,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
164,00-0041069,Colbie Young,CIN,HOU,0.0,0.004,0.0,0.0,0.0,0.0,130.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,22.0,-0.131,-0.113,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
165,00-0041132,Deion Burks,IND,KC,0.0,0.004,0.0,0.0,0.0,0.0,144.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,20.5,0.029,-0.075,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
166,00-0038679,Tyrell Shavers,BUF,DET,1.0,0.004,0.0,0.0,0.0,0.0,,6.0,3.769,0.01,0.634,0.114,0.0,0.0,0.109,0.44,,,,,,,2.3,0.0,0.0,0.44,0.109,29.0,0.006,-0.029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
167,00-0040130,Jayden Higgins,HOU,CIN,1.0,0.004,0.0,0.0,0.0,0.0,,7.0,4.826,0.004,0.443,0.097,0.0,0.0,0.133,0.576,,,,,,,4.0,0.0,0.0,0.576,0.133,24.5,0.18,0.059,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
168,00-0035662,Marquise Brown,PHI,TEN,0.0,0.004,0.0,0.0,0.0,0.0,105.0,4.0,4.684,0.004,0.442,0.092,0.0,0.0,0.141,0.541,,,,,,,4.625,0.0,0.0,0.541,0.141,23.25,0.182,-0.01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
169,00-0037666,Jalen Tolbert,MIA,SF,0.0,0.004,0.0,0.0,0.0,0.0,98.0,2.0,3.733,0.006,0.224,0.065,0.0,0.0,0.103,0.529,,,,,,,3.091,0.0,0.0,0.529,0.103,16.5,0.138,-0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
170,00-0039916,Ricky Pearsall,SF,MIA,1.0,0.004,0.0,0.0,0.0,0.0,,9.0,3.906,0.057,0.338,0.114,0.0,0.0,0.118,0.67,,,,,,,5.889,0.222,0.0,0.67,0.118,29.0,0.166,-0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
171,00-0039792,Devontez Walker,BAL,NO,1.0,0.004,0.0,0.0,0.0,0.0,127.0,4.0,3.993,0.021,0.48,0.108,0.0,0.0,0.127,0.4,,,,,,,1.6,0.0,0.0,0.4,0.127,27.5,-0.015,-0.088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
172,00-0041029,Jordyn Tyson,NO,BAL,0.0,0.004,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,19.0,0.085,-0.062,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
173,00-0040930,Camden Brown,DAL,WAS,1.0,0.004,0.0,0.0,0.0,0.0,193.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,27.0,0.223,0.041,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
174,00-0036980,Elijah Moore,PHI,TEN,0.0,0.004,0.0,0.0,0.0,0.0,143.0,5.0,3.745,0.151,0.508,0.066,0.0,0.0,0.113,0.462,,,,,,,1.889,0.667,0.0,0.462,0.113,23.25,0.182,-0.01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
175,00-0040948,J. Michael Sturdivant,GB,NYJ,0.0,0.004,0.0,0.0,0.0,0.0,177.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,24.5,0.287,-0.019,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
176,00-0040154,Tai Felton,MIN,CHI,0.0,0.004,0.0,0.0,0.0,0.0,138.0,4.0,5.038,0.024,0.47,0.085,0.0,0.0,0.142,0.418,,,,,,,1.0,0.0,0.0,0.418,0.142,21.5,0.052,-0.009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
177,00-0038640,Jalen Brooks,ARI,SEA,1.0,0.004,0.0,0.0,0.0,0.0,157.0,4.0,5.17,0.019,0.404,0.073,0.0,0.0,0.131,0.45,,,,,,,3.0,0.0,0.0,0.45,0.131,18.5,-0.075,-0.191,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
178,00-0041106,C.J. Williams,JAX,DEN,0.0,0.004,0.0,0.0,0.0,0.0,194.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,20.5,-0.081,-0.102,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,ridge
179,00-0034775,Christian Kirk,SF,MIA,1.0,0.004,0.0,0.0,0.0,0.0,,7.0,3.862,0.005,0.462,0.114,0.0,0.0,0.117,0.499,,,,,,,4.727,0.0,0.0,0.499,0.117,29.0,0.166,-0.02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
180,00-0036849,Tutu Atwell,LA,NYG,1.0,0.004,0.0,0.0,0.0,0.0,,5.0,3.99,0.013,0.403,0.109,0.0,0.0,0.113,0.371,,,,,,,1.875,0.0,0.0,0.371,0.113,27.75,0.06,0.145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
181,00-0040782,Isaiah Bond,CLE,TB,0.0,0.004,0.0,0.0,0.0,0.0,128.0,4.0,4.113,0.138,0.234,0.063,0.0,0.0,0.114,0.557,,,,,,,2.933,0.333,0.0,0.557,0.114,16.0,0.08,-0.063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
182,00-0035406,Lil'Jordan Humphrey,DEN,JAX,1.0,0.004,0.0,0.0,0.0,0.0,158.0,6.0,3.527,0.009,0.3,0.091,0.0,0.0,0.096,0.504,,,,,,,3.571,0.0,0.0,0.504,0.096,23.0,-0.113,-0.085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
183,00-0040581,Dont'e Thornton Jr.,LV,LAC,0.0,0.004,0.0,0.0,0.0,0.0,,6.0,3.924,0.007,0.234,0.072,0.0,0.0,0.109,0.629,,,,,,,2.727,0.0,0.0,0.629,0.109,18.25,-0.063,-0.106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
184,00-0037614,John Metchie III,CAR,ATL,0.0,0.004,0.0,0.0,0.0,0.0,136.0,4.0,3.522,0.064,0.356,0.091,0.0,0.0,0.105,0.629,,,,,,,4.0,0.25,0.0,0.629,0.105,23.0,0.004,0.016,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
185,00-0039355,Luke McCaffrey,WAS,DAL,0.0,0.004,0.0,0.0,0.0,0.0,129.0,4.0,4.051,0.012,0.402,0.093,0.0,0.0,0.116,0.399,,,,,,,2.143,0.0,0.0,0.399,0.116,23.5,0.243,0.047,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
186,00-0040172,Jordan Watkins,SF,MIA,1.0,0.004,0.0,0.0,0.0,0.0,,5.0,4.7,0.03,0.634,0.114,0.0,0.0,0.142,0.439,,,,,,,1.5,0.0,0.0,0.439,0.142,29.0,0.166,-0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
187,00-0040184,KeAndre Lambert-Smith,LAC,LV,1.0,0.004,0.0,0.0,0.0,0.0,154.0,5.0,4.259,0.015,0.41,0.1,0.0,0.0,0.118,0.324,,,,,,,1.714,0.0,0.0,0.324,0.118,25.25,0.099,-0.042,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
188,00-0037742,Treylon Burks,WAS,DAL,0.0,0.003,0.0,0.0,0.0,0.0,118.0,5.0,3.91,0.009,0.403,0.093,0.0,0.0,0.112,0.607,,,,,,,2.75,0.0,0.0,0.607,0.112,23.5,0.243,0.047,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
189,00-0040563,Efton Chism III,NE,PIT,1.0,0.003,0.0,0.0,0.0,0.0,,6.0,5.005,0.027,0.467,0.093,0.0,0.0,0.142,0.629,,,,,,,1.5,0.0,0.0,0.629,0.142,23.5,0.045,-0.027,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
190,00-0037156,Irvin Charles,SEA,ARI,0.0,0.003,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,23.0,0.164,-0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
191,00-0040522,Xavier Restrepo,TEN,PHI,1.0,0.003,0.0,0.0,0.0,0.0,201.0,9.0,4.649,0.019,0.291,0.064,0.0,0.0,0.129,0.397,,,,,,,3.5,0.0,0.0,0.397,0.129,16.25,-0.068,-0.061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
192,00-0040648,Tory Horton,SEA,ARI,0.0,0.003,0.0,0.0,0.0,0.0,,4.0,3.648,0.01,0.369,0.091,0.0,0.0,0.111,0.51,,,,,,,3.143,0.0,0.0,0.51,0.111,23.0,0.164,-0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
193,00-0037837,Calvin Austin III,NYG,LA,0.0,0.003,0.0,0.0,0.0,0.0,,6.0,4.474,0.005,0.253,0.082,0.0,0.0,0.123,0.543,,,,,,,3.929,0.0,0.0,0.543,0.123,20.75,-0.054,-0.057,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
194,00-0036862,Ben Skowronek,PIT,NE,0.0,0.003,0.0,0.0,0.0,0.0,175.0,5.0,4.742,0.02,0.328,0.071,0.0,0.0,0.132,0.378,,,,,,,1.0,0.0,0.0,0.378,0.132,18.0,-0.038,-0.029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
195,00-0037231,Kevin Austin Jr.,NO,BAL,0.0,0.003,0.0,0.0,0.0,0.0,131.0,9.0,3.989,0.009,0.273,0.075,0.0,0.0,0.106,0.629,,,,,,,4.6,0.0,0.0,0.629,0.106,19.0,0.085,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
196,00-0030035,Adam Thielen,MIN,CHI,0.0,0.003,0.0,0.0,0.0,0.0,,9.0,3.255,0.006,0.25,0.085,0.0,0.0,0.092,0.437,,,,,,,2.5,0.0,0.0,0.437,0.092,21.5,0.052,-0.009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
197,00-0038953,Dylan Drummond,ATL,CAR,1.0,0.003,0.0,0.0,0.0,0.0,209.0,9.0,4.259,0.015,0.372,0.081,0.0,0.0,0.12,0.348,,,,,,,3.667,0.0,0.0,0.348,0.12,20.5,0.119,0.003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
198,00-0035645,Gunner Olszewski,NYG,LA,0.0,0.003,0.0,0.0,0.0,0.0,,7.0,4.235,0.014,0.335,0.082,0.402,5.244,0.117,0.255,,,,,,,2.6,0.0,0.4,0.255,0.117,20.75,-0.054,-0.057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
199,00-0037098,Samori Toure,PHI,TEN,0.0,0.003,0.0,0.0,0.0,0.0,,9.0,4.726,0.028,0.464,0.092,0.0,0.0,0.142,0.457,,,,,,,3.0,0.0,0.0,0.457,0.142,23.25,0.182,-0.01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
200,00-0038824,Ryan Miller,MIA,SF,0.0,0.003,0.0,0.0,0.0,0.0,180.0,6.0,5.012,0.023,0.318,0.065,0.0,0.0,0.138,0.422,,,,,,,1.0,0.0,0.0,0.422,0.138,16.5,0.138,-0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
201,00-0040311,Theo Wease Jr.,LAC,LV,1.0,0.003,0.0,0.0,0.0,0.0,211.0,9.0,4.424,0.017,0.417,0.1,0.0,0.0,0.123,0.629,,,,,,,3.333,0.0,0.0,0.629,0.123,25.25,0.099,-0.042,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
202,00-0040432,Beaux Collins,ATL,CAR,1.0,0.003,0.0,0.0,0.0,0.0,,6.0,4.685,0.021,0.374,0.081,0.0,0.0,0.132,0.369,,,,,,,2.0,0.0,0.0,0.369,0.132,20.5,0.119,0.003,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
203,00-0039521,Xavier Weaver,ARI,SEA,1.0,0.003,0.0,0.0,0.0,0.0,,9.0,4.544,0.012,0.298,0.073,0.0,0.0,0.115,0.474,,,,,,,2.167,0.0,0.0,0.474,0.115,18.5,-0.075,-0.191,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
204,00-0031235,Odell Beckham Jr.,NYG,LA,0.0,0.003,0.0,0.0,0.0,0.0,111.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,20.75,-0.054,-0.057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
205,00-0039623,Mason Tipton,NO,BAL,0.0,0.003,0.0,0.0,0.0,0.0,,6.0,4.157,0.1,0.296,0.075,0.0,0.0,0.111,0.489,,,,,,,2.833,0.667,0.0,0.489,0.111,19.0,0.085,-0.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
206,00-0040534,Ke'Shawn Williams,CIN,HOU,0.0,0.003,0.0,0.0,0.0,0.0,189.0,6.0,5.69,0.049,0.481,0.087,0.0,0.0,0.151,0.474,,,,,,,0.333,0.667,0.0,0.474,0.151,22.0,-0.131,-0.113,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
207,00-0033375,Tim Patrick,NYJ,GB,1.0,0.003,0.0,0.0,0.0,0.0,151.0,5.0,3.678,0.009,0.373,0.079,0.0,0.0,0.108,0.374,,,,,,,1.846,0.0,0.0,0.374,0.108,20.0,0.091,-0.029,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
208,00-0040388,Jakobie Keeney-James,PIT,NE,0.0,0.003,0.0,0.0,0.0,0.0,,9.0,5.259,0.028,0.393,0.071,0.0,0.0,0.146,0.714,,,,,,,2.0,0.0,0.0,0.714,0.146,18.0,-0.038,-0.029,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
209,00-0036841,Austin Trammell,JAX,DEN,0.0,0.003,0.0,0.0,0.0,0.0,230.0,9.0,4.611,0.016,0.336,0.081,0.0,0.0,0.122,0.367,,,,,,,2.0,0.0,0.0,0.367,0.122,20.5,-0.081,-0.102,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
210,00-0038839,Mitchell Tinsley,HOU,CIN,1.0,0.003,0.0,0.0,0.0,0.0,196.0,9.0,3.79,0.009,0.385,0.097,0.0,0.0,0.104,0.316,,,,,,,3.0,0.0,0.0,0.316,0.104,24.5,0.18,0.059,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
211,00-0036630,Tylan Wallace,CLE,TB,0.0,0.003,0.0,0.0,0.0,0.0,172.0,5.0,4.611,0.018,0.289,0.063,0.0,0.0,0.127,0.39,,,,,,,1.333,0.0,0.0,0.39,0.127,16.0,0.08,-0.063,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
212,00-0036182,Nick Westbrook-Ikhine,IND,KC,0.0,0.003,0.0,0.0,0.0,0.0,142.0,9.0,4.184,0.009,0.295,0.081,0.0,0.0,0.111,0.481,,,,,,,2.222,0.0,0.0,0.481,0.111,20.5,0.029,-0.075,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
213,00-0035298,Scott Miller,CHI,MIN,1.0,0.003,0.0,0.0,0.0,0.0,195.0,9.0,4.008,0.014,0.423,0.106,0.0,0.0,0.115,0.313,,,,,,,2.8,0.0,0.0,0.313,0.115,27.0,-0.12,-0.052,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
214,00-0040259,Gage Larvadain,CLE,TB,0.0,0.003,0.0,0.0,0.0,0.0,,9.0,4.168,0.038,0.244,0.063,0.0,0.0,0.115,0.567,,,,,,,2.0,0.143,0.0,0.567,0.115,16.0,0.08,-0.063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
215,00-0035359,David Sills,TB,CLE,1.0,0.003,0.0,0.0,0.0,0.0,,7.0,3.631,0.007,0.42,0.097,0.0,0.0,0.109,0.215,,,,,,,3.0,0.0,0.0,0.215,0.109,24.5,-0.112,-0.062,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
216,00-0039884,Tahj Washington,PHI,TEN,0.0,0.002,0.0,0.0,0.0,0.0,,9.0,4.496,0.024,0.436,0.092,0.0,0.0,0.135,0.379,,,,,,,2.5,0.0,0.0,0.379,0.135,23.25,0.182,-0.01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
217,00-0039394,Casey Washington,CAR,ATL,0.0,0.002,0.0,0.0,0.0,0.0,,9.0,3.877,0.014,0.503,0.091,0.0,0.0,0.115,0.441,,,,,,,2.8,0.0,0.0,0.441,0.115,23.0,0.004,0.016,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
218,00-0034407,Ray-Ray McCloud,CHI,MIN,1.0,0.002,0.0,0.0,0.0,0.0,204.0,9.0,3.884,0.014,0.401,0.106,0.0,0.0,0.112,0.547,,,,,,,3.0,0.0,0.0,0.547,0.112,27.0,-0.12,-0.052,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
219,00-0038979,Cedric Tillman,NO,BAL,0.0,0.002,0.0,0.0,0.0,0.0,161.0,9.0,4.142,0.006,0.284,0.075,0.0,0.0,0.11,0.62,,,,,,,3.25,0.0,0.0,0.62,0.11,19.0,0.085,-0.062,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
220,00-0038938,Jalin Hyatt,NYG,LA,0.0,0.002,0.0,0.0,0.0,0.0,206.0,9.0,4.184,0.013,0.313,0.082,0.0,0.0,0.115,0.386,,,,,,,2.8,0.0,0.0,0.386,0.115,20.75,-0.054,-0.057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
