rank_data,player_id,player_name,team,opponent,is_home,proj,floor_q20,median_q50,ceiling_q90,p_top12,consensus_rank,depth_rank,expected_targets,expected_carries,expected_rz_targets,expected_gl_carries,expected_pass_att,expected_pass_yards,target_share_eb,snap_share_eb,sd_games,sd_targets,sd_carries,sd_attempts,sd_snap_share,sd_target_share,sd_carry_share,b_targets,b_carries,b_attempts,b_snap_share,b_target_share,b_carry_share,implied_team_total,opp_prev_def_epa_pass,opp_prev_def_epa_rush,off_continuity,hc_continuity,hc_change,changed_team,is_rookie,is_out,is_questionable,practice_status,learner
134,00-0038440,Zavier Scott,CHI,MIN,1.0,0.002,0.0,0.0,0.0,0.0,135.0,9.0,2.031,3.61,0.314,0.181,0.0,0.0,0.058,0.169,,,,,,,,1.778,3.556,0.0,0.169,0.058,0.128,27.0,-0.12,-0.052,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
135,00-0034959,Andrew Beck,NYJ,GB,1.0,0.002,0.0,0.0,0.0,0.0,105.0,1.0,2.035,9.106,0.246,0.535,0.0,0.0,0.06,0.457,,,,,,,,1.286,0.143,0.0,0.457,0.06,0.337,20.0,0.091,-0.029,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
136,00-0036187,Reggie Gilliam,NE,PIT,1.0,0.002,0.0,0.0,0.0,0.0,122.0,1.0,2.705,7.706,0.313,0.436,0.0,0.0,0.077,0.44,,,,,,,,1.0,1.0,0.0,0.44,0.077,0.295,23.5,0.045,-0.027,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
137,00-0037745,Velus Jones Jr.,SEA,ARI,0.0,0.002,0.0,0.0,0.0,0.0,182.0,9.0,4.535,0.075,0.503,0.091,0.0,0.0,0.138,0.372,,,,,,,,0.0,4.0,0.0,0.372,0.138,0.003,23.0,0.164,-0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
138,00-0037258,Dameon Pierce,PHI,TEN,0.0,0.002,0.0,0.0,0.0,0.0,121.0,9.0,2.721,3.568,0.321,0.622,0.0,0.0,0.082,0.216,,,,,,,,0.333,4.667,0.0,0.216,0.082,0.13,23.25,0.182,-0.01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
139,00-0035567,Craig Reynolds,WAS,DAL,0.0,0.002,0.0,0.0,0.0,0.0,144.0,9.0,2.503,6.694,0.325,0.628,0.0,0.0,0.072,0.35,,,,,,,,0.0,3.0,0.0,0.35,0.072,0.264,23.5,0.243,0.047,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
140,00-0037617,Hassan Haskins,NE,PIT,1.0,0.002,0.0,0.0,0.0,0.0,142.0,9.0,2.431,3.373,0.325,0.628,0.0,0.0,0.069,0.211,,,,,,,,0.8,3.4,0.0,0.211,0.069,0.129,23.5,0.045,-0.027,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
141,00-0038458,Owen Wright,HOU,CIN,1.0,0.002,0.0,0.0,0.0,0.0,,9.0,2.594,6.995,0.339,0.655,0.0,0.0,0.072,0.358,,,,,,,,0.0,3.0,0.0,0.358,0.072,0.264,24.5,0.18,0.059,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
142,00-0037085,Tyler Badie,DEN,JAX,1.0,0.002,0.0,0.0,0.0,0.0,124.0,4.0,2.323,4.682,0.248,0.254,0.0,0.0,0.063,0.324,,,,,,,,2.214,0.571,0.0,0.324,0.063,0.178,23.0,-0.113,-0.085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
143,00-0038794,Jaleel McLaughlin,CLE,TB,0.0,0.002,0.0,0.0,0.0,0.0,103.0,9.0,2.299,3.173,0.221,0.085,0.0,0.0,0.063,0.211,,,,,,,,0.75,4.625,0.0,0.211,0.063,0.125,16.0,0.08,-0.063,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,ridge
144,00-0037594,Julius Chestnut,TEN,PHI,1.0,0.001,0.0,0.0,0.0,0.0,126.0,4.0,2.767,3.974,0.225,0.264,0.0,0.0,0.077,0.211,,,,,,,,0.286,1.571,0.0,0.211,0.077,0.157,16.25,-0.068,-0.061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
145,00-0038397,Evan Hull,ARI,SEA,1.0,0.001,0.0,0.0,0.0,0.0,,9.0,3.224,2.971,0.256,0.495,0.0,0.0,0.082,0.271,,,,,,,,0.167,3.167,0.0,0.271,0.082,0.127,18.5,-0.075,-0.191,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,ridge
