rank_data,player_id,player_name,team,opponent,is_home,proj,floor_q20,median_q50,ceiling_q90,p_top12,consensus_rank,depth_rank,expected_targets,expected_carries,expected_rz_targets,expected_gl_carries,expected_pass_att,expected_pass_yards,target_share_eb,snap_share_eb,sd_games,sd_targets,sd_carries,sd_attempts,sd_snap_share,sd_target_share,sd_carry_share,b_targets,b_carries,b_attempts,b_snap_share,b_target_share,b_carry_share,carries_per_game,targets_per_game,attempts_per_game,implied_team_total,opp_prev_def_epa_pass,opp_prev_def_epa_rush,off_continuity,hc_continuity,hc_change,changed_team,is_rookie,is_out,is_questionable,practice_status,learner
11,00-0026498,Matthew Stafford,LA,NYG,1.0,20.023,11.649,19.868,34.273,0.412,13.0,1.0,0.0,2.658,0.063,0.108,35.253,270.999,0.0,0.975,1.0,0.0,2.0,25.0,0.84,0.0,0.069,0.0,1.853,30.059,0.907,0.0,0.084,1.706,0.0,35.118,27.75,0.06,0.145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
12,00-0039910,Jayden Daniels,WAS,DAL,0.0,19.504,12.046,19.869,30.298,0.415,11.0,1.0,0.0,3.016,0.053,0.138,26.143,179.415,0.0,0.901,1.0,0.0,5.0,34.0,1.0,0.0,0.156,0.0,6.643,30.429,0.951,0.0,0.138,8.286,0.0,26.857,23.5,0.243,0.047,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
13,00-0039732,Bo Nix,DEN,JAX,1.0,19.446,11.559,18.584,33.614,0.395,17.0,1.0,0.005,4.108,0.045,0.084,36.509,239.41,0.0,0.992,1.0,0.0,3.0,28.0,1.0,0.0,0.2,0.029,3.941,32.0,0.996,0.0,0.178,4.882,0.059,36.0,23.0,-0.113,-0.085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
14,00-0033106,Jared Goff,DET,BUF,0.0,19.223,11.412,19.966,29.944,0.414,9.0,1.0,0.0,2.563,0.056,0.228,34.05,261.892,0.0,0.97,1.0,0.0,2.0,39.0,1.0,0.0,0.061,0.0,1.559,36.5,0.985,0.0,0.08,1.118,0.0,34.0,24.5,-0.068,0.063,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
15,00-0040691,Jaxson Dart,NYG,LA,0.0,18.791,10.574,17.891,31.529,0.397,12.0,1.0,0.0,3.874,0.047,0.256,24.329,165.726,0.0,0.837,1.0,0.0,11.0,29.0,1.0,0.0,0.297,0.0,8.571,26.607,0.919,0.0,0.223,6.143,0.0,24.214,20.75,-0.054,-0.057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,ridge
16,00-0036264,Jordan Love,GB,NYJ,0.0,18.546,10.409,19.019,30.999,0.363,21.0,1.0,0.0,2.966,0.056,0.228,28.639,214.974,0.0,0.938,1.0,0.0,1.0,42.0,1.0,0.0,0.048,0.0,2.067,35.633,0.969,0.0,0.078,3.133,0.0,29.267,24.5,0.287,-0.019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
17,00-0039163,C.J. Stroud,HOU,CIN,1.0,18.372,10.387,18.789,30.556,0.351,25.0,1.0,0.0,2.92,0.056,0.092,30.594,218.435,0.0,0.91,1.0,0.0,2.0,38.0,1.0,0.0,0.062,0.0,2.714,34.107,0.955,0.0,0.086,3.429,0.0,30.214,24.5,0.18,0.059,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
18,00-0036442,Joe Burrow,CIN,HOU,0.0,17.881,9.155,17.119,32.338,0.339,2.0,1.0,0.0,2.478,0.05,0.126,32.449,227.135,0.0,0.875,1.0,0.0,5.0,35.0,1.0,0.0,0.185,0.0,3.375,33.688,0.938,0.0,0.143,1.75,0.0,32.375,22.0,-0.131,-0.113,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
19,00-0039150,Bryce Young,CAR,ATL,0.0,17.474,10.226,17.548,30.31,0.303,24.0,1.0,0.0,3.183,0.052,0.214,29.269,190.093,0.0,0.963,1.0,0.0,2.0,37.0,0.9,0.0,0.091,0.0,2.688,33.438,0.931,0.0,0.104,3.375,0.0,29.875,23.0,0.004,0.016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
20,00-0035710,Daniel Jones,IND,KC,0.0,16.64,8.654,17.108,27.63,0.304,23.0,1.0,0.0,2.597,0.047,0.182,29.103,225.353,0.0,0.912,1.0,0.0,1.0,31.0,1.0,0.0,0.05,0.0,2.231,30.269,0.956,0.0,0.08,3.462,0.0,29.538,20.5,0.029,-0.075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,ridge
