seed,position,scoring,season,spearman,top12_overlap,regret@12,mae,mean_abs_rank_err
101,TE,half_ppr,2022,0.3296499536141676,0.5,3.3666666666666685,3.7334158456344655,9.666666666666666
101,TE,half_ppr,2023,0.3349032557542344,0.4166666666666667,3.3333333333333326,3.1775112931191014,9.27777777777778
101,TE,half_ppr,2024,0.1125418640140238,0.5833333333333334,3.733333333333334,3.34116759293974,10.333333333333334
101,TE,half_ppr,2025,0.4352025163483767,0.5,3.741666666666667,3.20100844607674,8.5
101,TE,ppr,2019,0.1433268314187545,0.4166666666666667,8.41666666666667,5.422564119066325,10.61111111111111
101,TE,ppr,2020,0.5680429633133207,0.4166666666666667,5.150000000000005,4.662064534768891,7.5
101,TE,ppr,2021,0.5902834826379514,0.5833333333333334,3.44166666666667,4.794395957062203,6.666666666666667
101,TE,ppr,2022,0.1555365519898683,0.4166666666666667,5.925,4.889946077187622,10.72222222222222
101,TE,ppr,2023,0.2261145537804516,0.4166666666666667,4.099999999999999,3.642861521816352,9.88888888888889
101,TE,ppr,2024,0.2837997438974432,0.5,4.808333333333333,4.267166261990442,9.22222222222222
101,TE,ppr,2025,0.5095287824982749,0.5833333333333334,4.441666666666667,3.778073922850727,7.777777777777778
101,WR,half_ppr,2019,0.1936661169289423,0.1666666666666666,14.05833333333334,6.569956892810927,23.65
101,WR,half_ppr,2020,0.2408131368137672,0.1666666666666666,10.075,5.713350082665981,23.0
101,WR,half_ppr,2021,0.464436877344174,0.3333333333333333,8.775,5.703944390795781,18.35
101,WR,half_ppr,2022,0.3574074556372547,0.4166666666666667,6.208333333333333,5.552635171209295,19.925
101,WR,half_ppr,2023,0.3405918283137926,0.4166666666666667,7.150000000000001,5.544262510595695,20.25
101,WR,half_ppr,2024,0.3750395846656106,0.3333333333333333,8.31666666666667,5.27282047636408,20.175
101,WR,half_ppr,2025,0.2944624324693868,0.1666666666666666,10.25,5.228720400220018,22.375
