seed,position,scoring,season,source,captured_top12,captured_top24_in_top24,set_overlap_topN,pts_top12,regret_per_starter,median_true_finish_of_top12,busts_in_top12,spearman_shared,n_shared
101,WR,half_ppr,2022,model,5.0,10.0,18.0,196.20000000000002,5.966666666666666,18.5,2.0,0.3477084984904522,49
101,WR,half_ppr,2022,consensus,7.0,10.0,20.0,228.2,3.300000000000002,6.5,1.0,0.553485786896955,49
101,WR,half_ppr,2022,prior_ppg,5.0,8.0,17.0,195.2,6.050000000000002,18.5,1.0,0.1507764223778112,48
101,WR,half_ppr,2023,model,4.0,10.0,19.0,161.5,8.041666666666666,21.5,2.0,0.31624242537320274,44
101,WR,half_ppr,2023,consensus,4.0,10.0,18.0,184.20000000000002,6.149999999999999,18.0,0.0,0.37971659638923355,44
101,WR,half_ppr,2023,prior_ppg,4.0,9.0,20.0,162.89999999999998,7.925000000000002,26.5,1.0,0.33796469723202216,44
101,WR,half_ppr,2024,model,4.0,10.0,16.0,137.1,10.125000000000002,34.5,2.0,0.2885565590292591,45
101,WR,half_ppr,2024,consensus,2.0,11.0,17.0,109.0,12.466666666666669,35.5,4.0,0.3168192904958235,45
101,WR,half_ppr,2024,prior_ppg,3.0,11.0,16.0,132.0,10.550000000000002,34.0,3.0,0.2975156695033558,43
101,WR,half_ppr,2025,model,1.0,7.0,17.0,90.39999999999999,11.383333333333335,63.5,6.0,0.10956673401455637,48
101,WR,half_ppr,2025,consensus,1.0,7.0,18.0,113.69999999999999,9.441666666666668,30.5,3.0,0.21994788874775412,48
101,WR,half_ppr,2025,prior_ppg,1.0,7.0,14.0,96.19999999999999,10.9,52.0,4.0,-0.07196283711015802,45
101,WR,ppr,2021,model,4.0,10.0,21.0,211.3,10.425000000000002,28.5,0.0,0.23433897420626562,48
101,WR,ppr,2021,consensus,2.0,9.0,19.0,205.54000000000002,10.905000000000001,31.0,0.0,0.11420970168152411,48
101,WR,ppr,2021,prior_ppg,4.0,9.0,19.0,218.64,9.813333333333338,28.5,1.0,0.05895115489864361,47
101,WR,ppr,2022,model,5.0,11.0,19.0,248.10000000000002,5.566666666666663,16.5,1.0,0.3821067852925313,49
101,WR,ppr,2022,consensus,7.0,11.0,21.0,273.2,3.474999999999999,6.5,1.0,0.5527712824233213,49
101,WR,ppr,2022,prior_ppg,5.0,9.0,18.0,234.7,6.683333333333333,16.5,1.0,0.16516452174047597,48
101,WR,ppr,2023,model,5.0,10.0,20.0,202.2,8.53333333333334,26.0,2.0,0.4007899825898852,44
101,WR,ppr,2023,consensus,5.0,10.0,18.0,225.20000000000005,6.61666666666667,18.0,0.0,0.3956417037355721,44
101,WR,ppr,2023,prior_ppg,4.0,9.0,21.0,200.89999999999998,8.641666666666675,23.5,1.0,0.34923666967888645,44
101,WR,ppr,2024,model,4.0,10.0,17.0,167.09999999999997,10.541666666666666,32.5,1.0,0.2818367487504955,45
101,WR,ppr,2024,consensus,2.0,11.0,18.0,134.0,13.299999999999997,33.0,4.0,0.32525199359074247,45
101,WR,ppr,2024,prior_ppg,3.0,11.0,17.0,157.5,11.341666666666663,32.0,2.0,0.3032545504379383,43
101,WR,ppr,2025,model,1.0,7.0,16.0,123.00000000000001,12.175000000000002,64.0,4.0,0.05833865426796176,49
101,WR,ppr,2025,consensus,2.0,7.0,18.0,143.7,10.450000000000003,29.5,2.0,0.17328060475916898,49
101,WR,ppr,2025,prior_ppg,1.0,7.0,13.0,122.19999999999999,12.241666666666669,46.5,2.0,-0.10211007862472367,46
2024,QB,qb_4pt,2021,model,5.0,17.0,33.0,250.57999999999998,6.601666666666669,13.5,1.0,0.6882290792510245,48
2024,QB,qb_4pt,2021,consensus,7.0,16.0,33.0,265.66,5.344999999999999,8.5,1.0,0.6598002795174865,46
2024,QB,qb_4pt,2021,prior_ppg,6.0,14.0,25.0,237.7,7.675000000000002,16.0,2.0,0.20283945765947978,43
2024,QB,qb_4pt,2022,model,8.0,20.0,33.0,254.88000000000002,2.1783333333333297,9.5,0.0,0.7873643965105801,46
2024,QB,qb_4pt,2022,consensus,7.0,17.0,31.0,223.82000000000002,4.766666666666663,10.0,1.0,0.7052377704803849,46
2024,QB,qb_4pt,2022,prior_ppg,8.0,14.0,26.0,218.84000000000003,5.181666666666662,9.5,2.0,0.3565449719641621,44
2024,QB,qb_4pt,2023,model,4.0,17.0,32.0,133.52,8.745000000000003,20.5,3.0,0.5424381630512023,45
2024,QB,qb_4pt,2023,consensus,5.0,19.0,32.0,162.54000000000002,6.326666666666668,17.5,2.0,0.5855352608512487,45
2024,QB,qb_4pt,2023,prior_ppg,3.0,15.0,26.0,138.95999999999998,8.291666666666671,20.5,3.0,0.189396177756773,42
2024,QB,qb_4pt,2024,model,8.0,19.0,33.0,232.86000000000004,2.643333333333333,8.5,0.0,0.8554455148685199,49
2024,QB,qb_4pt,2024,consensus,8.0,19.0,33.0,221.20000000000005,3.6149999999999998,10.5,0.0,0.802599057449446,49
2024,QB,qb_4pt,2024,prior_ppg,6.0,18.0,24.0,176.04000000000002,7.378333333333335,13.0,2.0,0.4124487740076096,44
2024,QB,qb_4pt,2025,model,6.0,14.0,28.0,228.57999999999998,7.953333333333333,12.0,0.0,0.40888462061381126,45
2024,QB,qb_4pt,2025,consensus,5.0,15.0,35.0,238.02,7.166666666666664,13.5,0.0,0.7204758618922802,44
2024,QB,qb_4pt,2025,prior_ppg,4.0,14.0,30.0,183.84000000000003,11.681666666666663,21.5,2.0,0.2426923264650963,40
2024,QB,qb_6pt,2021,model,5.0,17.0,33.0,298.58,8.934999999999997,14.5,1.0,0.6996959236371493,48
2024,QB,qb_6pt,2021,consensus,7.0,16.0,33.0,321.65999999999997,7.011666666666666,8.5,1.0,0.6679711808118208,46
2024,QB,qb_6pt,2021,prior_ppg,6.0,14.0,25.0,285.7,10.008333333333331,16.0,2.0,0.21700167204561457,43
2024,QB,qb_6pt,2022,model,7.0,20.0,33.0,273.32,5.425000000000002,9.0,2.0,0.7758115217575252,46
2024,QB,qb_6pt,2022,consensus,7.0,18.0,31.0,265.82,6.050000000000002,9.5,1.0,0.7258056933786318,46
2024,QB,qb_6pt,2022,prior_ppg,8.0,14.0,26.0,262.84000000000003,6.298333333333332,9.0,2.0,0.38640308826682435,44
2024,QB,qb_6pt,2023,model,4.0,17.0,32.0,166.20000000000002,10.021666666666668,19.5,2.0,0.5801533907902168,46
2024,QB,qb_6pt,2023,consensus,5.0,19.0,32.0,186.54000000000002,8.326666666666668,17.0,2.0,0.6179528698590128,46
2024,QB,qb_6pt,2023,prior_ppg,3.0,15.0,26.0,162.95999999999998,10.291666666666671,19.5,3.0,0.20029249821122053,42
2024,QB,qb_6pt,2024,model,7.0,19.0,33.0,254.10000000000002,4.496666666666665,10.0,0.0,0.8361622907609684,49
2024,QB,qb_6pt,2024,consensus,7.0,19.0,33.0,249.20000000000005,4.904999999999997,9.5,0.0,0.8072895714215532,49
2024,QB,qb_6pt,2024,prior_ppg,6.0,17.0,24.0,204.04000000000002,8.668333333333331,12.5,2.0,0.3992181996670587,44
2024,QB,qb_6pt,2025,model,5.0,16.0,28.0,226.54000000000002,11.62333333333333,19.5,0.0,0.3790117716191949,45
2024,QB,qb_6pt,2025,consensus,5.0,17.0,35.0,272.02,7.833333333333333,13.5,0.0,0.7248898444453752,44
2024,QB,qb_6pt,2025,prior_ppg,4.0,14.0,30.0,209.84000000000003,13.014999999999995,19.5,2.0,0.2731352283434606,40
2024,RB,half_ppr,2021,model,6.0,14.0,26.0,164.50000000000003,5.466666666666666,12.0,2.0,0.5502241399063563,48
2024,RB,half_ppr,2021,consensus,4.0,14.0,24.0,140.8,7.441666666666667,22.0,3.0,0.5141412080468751,46
2024,RB,half_ppr,2021,prior_ppg,6.0,14.0,24.0,165.2,5.408333333333336,13.0,2.0,0.4402298907661286,44
2024,RB,half_ppr,2022,model,2.0,14.0,26.0,145.49999999999997,8.983333333333334,24.0,0.0,0.5318755951902018,47
2024,RB,half_ppr,2022,consensus,4.0,11.0,23.0,181.79999999999998,5.958333333333333,19.0,0.0,0.3673658410417296,46
2024,RB,half_ppr,2022,prior_ppg,3.0,13.0,24.0,171.10000000000002,6.849999999999997,17.5,0.0,0.3235894180471857,43
2024,RB,half_ppr,2023,model,4.0,12.0,24.0,144.9,7.23333333333333,29.0,2.0,0.3852425661003217,48
2024,RB,half_ppr,2023,consensus,5.0,14.0,27.0,162.80000000000004,5.74166666666666,17.0,1.0,0.594599351316759,48
2024,RB,half_ppr,2023,prior_ppg,6.0,11.0,21.0,184.60000000000002,3.924999999999995,13.0,0.0,0.2233116720548345,44
2024,RB,half_ppr,2024,model,4.0,14.0,27.0,185.3,5.108333333333334,17.5,1.0,0.31790923929345627,42
2024,RB,half_ppr,2024,consensus,2.0,16.0,27.0,167.90000000000003,6.558333333333333,20.5,1.0,0.36839546312211374,42
2024,RB,half_ppr,2024,prior_ppg,4.0,16.0,28.0,178.8,5.650000000000001,18.0,2.0,0.4350891424334863,42
2024,RB,half_ppr,2025,model,6.0,17.0,26.0,189.00000000000003,2.4666666666666637,13.0,0.0,0.6476258240724528,48
2024,RB,half_ppr,2025,consensus,5.0,16.0,32.0,184.00000000000003,2.8833333333333306,15.5,0.0,0.6776532476250702,48
2024,RB,half_ppr,2025,prior_ppg,5.0,16.0,22.0,165.00000000000003,4.466666666666664,15.5,2.0,0.4208600378697959,41
2024,RB,ppr,2021,model,6.0,15.0,25.0,182.50000000000003,6.091666666666664,12.5,2.0,0.5860071969873993,49
2024,RB,ppr,2021,consensus,5.0,14.0,24.0,159.8,7.983333333333332,26.5,2.0,0.5151366304734013,47
2024,RB,ppr,2021,prior_ppg,7.0,13.0,24.0,184.7,5.908333333333334,10.5,2.0,0.44701466523438294,45
2024,RB,ppr,2022,model,4.0,14.0,26.0,189.10000000000002,7.458333333333333,18.0,0.0,0.5793631413381567,47
2024,RB,ppr,2022,consensus,4.0,11.0,23.0,202.29999999999998,6.358333333333337,19.0,0.0,0.3615387279022579,46
2024,RB,ppr,2022,prior_ppg,3.0,13.0,22.0,190.10000000000002,7.375,18.5,0.0,0.2912937083935544,43
2024,RB,ppr,2023,model,5.0,11.0,25.0,173.4,6.358333333333334,20.0,1.0,0.3841997320720666,48
2024,RB,ppr,2023,consensus,5.0,14.0,28.0,182.30000000000004,5.6166666666666645,13.5,0.0,0.6008859902397093,48
2024,RB,ppr,2023,prior_ppg,6.0,11.0,21.0,203.10000000000002,3.883333333333333,12.0,0.0,0.24848365509044743,44
2024,RB,ppr,2024,model,4.0,15.0,27.0,213.00000000000003,4.425,15.5,1.0,0.3319286882860048,42
2024,RB,ppr,2024,consensus,2.0,16.0,27.0,183.9,6.850000000000001,20.5,1.0,0.36888168678659516,42
2024,RB,ppr,2024,prior_ppg,4.0,16.0,28.0,198.3,5.650000000000001,15.5,2.0,0.4533225298515407,42
2024,RB,ppr,2025,model,7.0,17.0,27.0,219.29999999999995,1.9083333333333385,11.5,0.0,0.6678745869843641,49
2024,RB,ppr,2025,consensus,5.0,16.0,34.0,207.00000000000003,2.9333333333333322,15.0,0.0,0.7269758227881158,49
2024,RB,ppr,2025,prior_ppg,5.0,17.0,24.0,184.50000000000003,4.808333333333333,16.5,1.0,0.45726236640997914,41
2024,TE,half_ppr,2021,model,6.0,14.0,24.0,122.50000000000001,4.416666666666665,14.0,3.0,0.47709103133946595,50
2024,TE,half_ppr,2021,consensus,8.0,14.0,26.0,127.2,4.0249999999999995,8.5,3.0,0.5477660606315653,46
2024,TE,half_ppr,2021,prior_ppg,7.0,12.0,23.0,121.9,4.466666666666666,9.0,5.0,0.30893365204984574,45
2024,TE,half_ppr,2022,model,5.0,13.0,23.0,71.7,5.666666666666668,27.0,6.0,0.3908944986241611,46
2024,TE,half_ppr,2022,consensus,7.0,13.0,21.0,87.00000000000001,4.391666666666667,11.5,4.0,0.44695282439948547,45
2024,TE,half_ppr,2022,prior_ppg,6.0,12.0,21.0,86.00000000000001,4.4750000000000005,15.5,4.0,0.32383356295286164,44
2024,TE,half_ppr,2023,model,4.0,11.0,22.0,48.699999999999996,4.275000000000001,22.0,6.0,0.29855020686767586,46
2024,TE,half_ppr,2023,consensus,4.0,13.0,24.0,46.8,4.4333333333333345,23.5,6.0,0.353330061338809,46
2024,TE,half_ppr,2023,prior_ppg,4.0,10.0,22.0,46.49999999999999,4.458333333333335,23.5,6.0,0.2285677849042625,42
2024,TE,half_ppr,2024,model,5.0,13.0,24.0,53.50000000000001,4.4750000000000005,13.5,6.0,0.46659636104597896,50
2024,TE,half_ppr,2024,consensus,6.0,12.0,24.0,61.300000000000004,3.825000000000001,12.0,5.0,0.43946192862587957,50
2024,TE,half_ppr,2024,prior_ppg,4.0,12.0,19.0,44.800000000000004,5.200000000000001,19.0,7.0,0.16809222485067044,47
2024,TE,half_ppr,2025,model,4.0,12.0,24.0,84.89999999999999,4.016666666666667,15.5,5.0,0.36703091047842556,45
2024,TE,half_ppr,2025,consensus,5.0,14.0,25.0,92.89999999999999,3.35,15.0,4.0,0.5950069756497841,45
2024,TE,half_ppr,2025,prior_ppg,6.0,15.0,25.0,93.5,3.2999999999999994,13.0,3.0,0.5223939392864554,40
2024,TE,ppr,2021,model,7.0,14.0,21.0,153.6,4.483333333333337,9.5,1.0,0.44943709701869144,52
2024,TE,ppr,2021,consensus,8.0,14.0,26.0,154.70000000000002,4.391666666666668,8.5,2.0,0.595454140912807,45
2024,TE,ppr,2021,prior_ppg,7.0,13.0,23.0,147.4,5.000000000000003,9.0,2.0,0.3502292184505578,43
2024,TE,ppr,2022,model,5.0,14.0,24.0,91.60000000000001,6.058333333333334,23.0,6.0,0.4265419527723275,46
2024,TE,ppr,2022,consensus,6.0,14.0,21.0,107.5,4.733333333333334,12.0,4.0,0.46767746255772746,45
2024,TE,ppr,2022,prior_ppg,5.0,12.0,21.0,106.50000000000001,4.816666666666666,14.5,4.0,0.3397709274109044,44
2024,TE,ppr,2023,model,3.0,11.0,23.0,64.7,5.033333333333334,24.0,6.0,0.24682091334947176,45
2024,TE,ppr,2023,consensus,2.0,13.0,24.0,61.3,5.316666666666667,24.0,6.0,0.3074307826039278,45
2024,TE,ppr,2023,prior_ppg,3.0,10.0,22.0,62.99999999999999,5.175000000000002,23.5,6.0,0.19071141140219752,41
2024,TE,ppr,2024,model,6.0,13.0,24.0,71.0,5.133333333333333,13.5,5.0,0.43694066365635015,50
2024,TE,ppr,2024,consensus,7.0,12.0,24.0,81.3,4.2749999999999995,11.5,4.0,0.43095385235321343,50
2024,TE,ppr,2024,prior_ppg,5.0,12.0,19.0,61.800000000000004,5.899999999999999,19.0,6.0,0.16001122451869673,47
2024,TE,ppr,2025,model,5.0,13.0,24.0,106.89999999999999,4.750000000000001,14.5,3.0,0.3923126717976331,47
2024,TE,ppr,2025,consensus,5.0,15.0,26.0,116.39999999999999,3.9583333333333344,15.5,2.0,0.6334196923136641,47
2024,TE,ppr,2025,prior_ppg,5.0,14.0,26.0,116.0,3.991666666666667,13.5,2.0,0.5312723704013467,42
2024,WR,half_ppr,2021,model,4.0,9.0,21.0,180.60000000000002,9.308333333333332,33.5,1.0,0.24611712111915354,48
2024,WR,half_ppr,2021,consensus,3.0,8.0,19.0,168.04,10.355000000000002,35.0,0.0,0.09623114267942191,48
2024,WR,half_ppr,2021,prior_ppg,4.0,8.0,19.0,183.14,9.09666666666667,29.5,1.0,0.031123457712891944,47
2024,WR,half_ppr,2022,model,5.0,10.0,18.0,196.20000000000002,5.966666666666666,18.5,2.0,0.3683270561581673,49
2024,WR,half_ppr,2022,consensus,7.0,10.0,20.0,228.2,3.300000000000002,6.5,1.0,0.553485786896955,49
2024,WR,half_ppr,2022,prior_ppg,5.0,8.0,17.0,195.2,6.050000000000002,18.5,1.0,0.1507764223778112,48
2024,WR,half_ppr,2023,model,5.0,11.0,20.0,168.20000000000002,7.483333333333332,22.0,2.0,0.37049254912464297,45
2024,WR,half_ppr,2023,consensus,4.0,10.0,18.0,184.20000000000002,6.149999999999999,18.0,0.0,0.33238851115417256,45
2024,WR,half_ppr,2023,prior_ppg,4.0,9.0,20.0,162.89999999999998,7.925000000000002,26.5,1.0,0.2911201240096839,45
2024,WR,half_ppr,2024,model,4.0,11.0,16.0,137.1,10.125000000000002,34.5,2.0,0.2885565590292591,45
2024,WR,half_ppr,2024,consensus,2.0,11.0,17.0,109.0,12.466666666666669,35.5,4.0,0.3168192904958235,45
2024,WR,half_ppr,2024,prior_ppg,3.0,11.0,16.0,132.0,10.550000000000002,34.0,3.0,0.2975156695033558,43
2024,WR,half_ppr,2025,model,1.0,6.0,17.0,92.5,11.208333333333334,49.0,5.0,0.08683446159505226,49
2024,WR,half_ppr,2025,consensus,1.0,7.0,18.0,113.69999999999999,9.441666666666668,30.5,3.0,0.26458731008063247,49
2024,WR,half_ppr,2025,prior_ppg,1.0,7.0,14.0,96.19999999999999,10.9,52.0,4.0,-0.017957978406618336,46
2024,WR,ppr,2021,model,5.0,10.0,21.0,216.6,9.983333333333336,28.5,0.0,0.23960684917683522,48
2024,WR,ppr,2021,consensus,2.0,9.0,19.0,205.54000000000002,10.905000000000001,31.0,0.0,0.11420970168152411,48
2024,WR,ppr,2021,prior_ppg,4.0,9.0,19.0,218.64,9.813333333333338,28.5,1.0,0.05895115489864361,47
2024,WR,ppr,2022,model,5.0,11.0,19.0,248.10000000000002,5.566666666666663,16.5,1.0,0.4162498919254555,49
2024,WR,ppr,2022,consensus,7.0,11.0,21.0,273.2,3.474999999999999,6.5,1.0,0.5527712824233213,49
2024,WR,ppr,2022,prior_ppg,5.0,9.0,18.0,234.7,6.683333333333333,16.5,1.0,0.16516452174047597,48
2024,WR,ppr,2023,model,5.0,10.0,21.0,202.20000000000002,8.533333333333339,26.0,2.0,0.41735070481071546,45
2024,WR,ppr,2023,consensus,5.0,10.0,18.0,225.20000000000005,6.61666666666667,18.0,0.0,0.3472758668366528,45
2024,WR,ppr,2023,prior_ppg,4.0,9.0,21.0,200.89999999999998,8.641666666666675,23.5,1.0,0.3016580042985048,45
2024,WR,ppr,2024,model,4.0,10.0,17.0,176.09999999999997,9.791666666666666,25.5,1.0,0.2936952374777254,45
2024,WR,ppr,2024,consensus,2.0,11.0,18.0,134.0,13.299999999999997,33.0,4.0,0.32525199359074247,45
2024,WR,ppr,2024,prior_ppg,3.0,11.0,17.0,157.5,11.341666666666663,32.0,2.0,0.3032545504379383,43
2024,WR,ppr,2025,model,1.0,7.0,16.0,126.10000000000002,11.916666666666666,45.0,3.0,0.11839185563280219,49
2024,WR,ppr,2025,consensus,2.0,7.0,18.0,143.7,10.450000000000003,29.5,2.0,0.23106577774646947,49
2024,WR,ppr,2025,prior_ppg,1.0,7.0,13.0,122.19999999999999,12.241666666666669,46.5,2.0,-0.04091835967572239,46
